用户名,用户城市,评论内容,点赞数,评论时间,情感得分
七月的星期七,北京,一年了，亿万终于来啦！,405,2025-11-18 11:58:44,0.5840262758806398
小斤欠x,江苏,我们被允许脆弱，被理解孤独，但更重要的是，我们被提醒：即便是一颗再微不足道的星辰，其闪烁的瞬间，也曾在某刻，照亮过一片无人知晓的夜空。,57,2025-11-18 11:57:24,0.9999937051523514
iam2xx,北京,苍天和大地， 是两面巨大的合十的手掌。 我们在亿万其中， 都被祝福。,55,2025-11-18 11:01:34,0.7712079200650606
iam2xx,北京,《亿万》是滔滔这本专辑里面在跨年公开演出的歌，第一次听的时候就被震撼到，从弦乐到和声，每处精心设计都恰到好处，尤其是结尾的吟唱，声入人心！从23年节目出道一步步走来，变的是越来越强大的制作团队，不变的是吴垚滔对音乐唱作的热爱。我们会在一次又一次歌声与心跳交织共鸣中走向更好的未来！,42,2025-11-18 11:08:07,0.9999999993133506
Leo7t-,安徽,你也知道是终于[超好听],21,2025-11-18 12:01:41,0.422561073825077
小斤欠x,江苏,你我相遇 是亿万分之一的浪漫奇迹,18,2025-11-18 11:51:59,0.9845608279941784
Leo7t-,安徽,亿万星河 你我不过只是其中一颗,16,2025-11-18 11:59:01,0.13734613767695092
小斤欠x,江苏,一年前在现场第一次听到这首歌 就有被震撼到 一年里跟着你奔赴了很多城市 也听到了很多次现场版的亿万 上次音乐节你说“我们人生当中总会遇到突如其来的暴风雨 可能就像这首歌说的一样 我们虽然很渺小 没有办法去跟它对抗 但是坚持自己内心的那一份善良 终归会有云雾散开的一天”我相信你 也相信我们🫂,14,2025-11-18 12:19:37,0.9999724527866629
小斤欠x,江苏,“亿万星河 你与我不过只是其中一颗”,10,2025-11-18 11:47:55,0.13734613767695092
云村村民166959084080595,河南,我只是亿万中的一个，总是自命不凡，不甘平庸，却又碌碌无为，于是傍晚的夕阳成了我唯一的奢侈品，抬头才能看到的彩色成了我卑微理想的梦乡，我说着甘愿平凡却又向往高处的风景，抱怨为何出生在罗马的不是我，却忘了自己也是既得利益者。亿万个亿万，悲伤地呜咽着悲伤，庸俗地迎合着庸俗，那是千千万万,2,2025-11-22 02:14:58,0.9999999813297117
还没开花的梦想家,山东,之前在某音一直听一直听，终于有正式版了，太喜欢这个歌了，这是第一首吴垚滔还没发布就会唱的歌哈哈哈哈,2,2025-11-21 13:01:35,0.9998995569276853
iam2xx,北京,@七月的星期七,1,2025-11-21 18:08:11,0.9529710292837047
iam2xx,北京,@七月的星期七,1,2025-11-21 18:08:05,0.9529710292837047
名字什么的其实木有什么用,山东,这首歌好听，歌词也很有意境，很推荐小七多读读现代诗歌，感觉你的歌词和旋律的配合有诗歌的那种感觉，希望你未来创作出更多能表达出现代人们心灵意境的作品（推荐读读纪德的地粮和新粮,1,2025-11-21 16:45:38,0.9999999999462836
Thirty-three_a,湖南,终于来了🎉,1,2025-11-21 15:58:18,0.5613582728500267
卷毛是也555,河北,在抖音听了好多遍，网易云终于上线啦，我要单曲循环一整天,0,2025-11-22 18:46:06,0.08001533659137494
沽沽子_,重庆,终于来了！[心动],0,2025-11-22 17:54:30,0.8304145047383952
边白不咸边白甜,江西,喜欢喜欢,0,2025-11-22 17:00:19,0.8298294910298197
七月的星期一J,北京,每日循环ing等好长时间了呢[脸红][脸红],0,2025-11-22 16:44:22,0.46501042612077037
Yoyo-0_0-,上海,啊！wwy上终于有了,0,2025-11-22 16:13:13,0.545194880077835
疯狂许愿通过考试的橘子大王yu,云南,祝愿作为亿万颗星星其中一颗的我们都能闪烁属于自己的光芒,0,2025-11-22 16:01:31,0.6471451445861975
我要去挖野菜了-,广东,特别喜欢亿万呀,0,2025-11-22 12:23:16,0.7439959583422379
优优_PlNm,山东,喔噢，这么新鲜的歌，留跟脚趾[跳舞],0,2025-11-22 12:17:57,0.7991863359549666
小双1906,四川,一生挚爱，唯有云雷。,0,2025-11-22 11:51:04,0.9504828735741955
Miss菠萝_点,安徽,终于来了[哭哭],0,2025-11-22 11:10:29,0.8679903436403031
桃子吃不了柚子,河北,好棒,0,2025-11-22 10:17:01,0.875
安08042yu,广东,终于等到了[流泪],0,2025-11-21 23:44:03,0.8365761922438041
衍绗,青海,太喜欢了 好好听,0,2025-11-21 20:45:38,0.45892573791220526
是垚垚大王,福建,你还记得哈！！！,0,2025-11-21 20:28:39,0.5095822220686823
G桃子X,江西,啊啊啊啊啊啊来啦来啦,0,2025-11-21 18:50:24,0.9563024306917736
桃滔乌龙,广东,哇！你也知道终于来了～滔滔OvO,0,2025-11-21 18:27:23,0.2431910941696982
_伍六一_,河北,从23年到25年，时间改变了很多，唯独没改变的是还是爱听你的歌,0,2025-11-21 18:14:00,0.9452423166086329
再吃一盒百醇-29,山东,亿万[哭哭][哭哭],0,2025-11-21 16:50:41,0.9506484709333075
垚一波椰汁,天津,想你啦,0,2025-11-21 15:53:47,0.5441789912779675
