用户名,用户城市,评论内容,点赞数,评论时间,情感得分
HeIIoSaturn,重庆,看简介是下半专的先行曲？快快端上来罢,17,2025-11-18 14:07:45,0.863358451465341
每天都好困_早睡版,河南,天呐天呐隔了这么久终于有新歌了，花生悄么声的给人惊喜[哭哭][哭哭]，从第一次听到亚麻质地的少女就特别喜欢花生这个宝藏歌手，就是太低调了，各个平台也找不到账号，好几年没发歌还担心是不是现生有什么事情，现在有新歌来啦就很开心,15,2025-11-18 23:18:59,0.9999993550040115
我我我很快乐,吉林,大家好多讲个人与他人的牵绊，讲被重视，讲被爱。终于有人讲自己，讲爱自己，讲关于自己的救赎。最后我们只剩下自己，最后只有自己可以拯救自己。,11,2025-11-18 21:07:45,0.9988176242695173
斜厘,宁夏,把这首歌放进王菲《浮躁》那张专辑中，你绝对分辨不出。,10,2025-11-18 21:19:40,0.9630933011571191
李是sei,中国香港,有一种王菲又很少女的感觉,10,2025-11-18 19:15:47,0.9993991513476627
赠我一场____,浙江,路人:这是王菲参与的乐队组合吗？[举手],10,2025-11-18 10:43:49,0.9916302997956584
cynthrueleania,湖北,看到歌名一下子共鸣，想到之前生日长辈问我想要什么礼物，我一时不知道怎么回答，没有具体想要的一下子能用钱买到的，我想的东西只有我自己能给予，健康的身体、深造的机会、良好的亲密关系和自由平静的生活，我们能买到补品、课程、陪聊，但是真正实现自己想要的，是最无价，日复一日的自我做功。,5,2025-11-21 11:57:23,0.9999999976251885
火柴人决斗,陕西,好菲[许愿][许愿],4,2025-11-21 15:44:36,0.9950550401243025
麦头头戴墨镜,美国,来人间生活的仙女,4,2025-11-21 03:10:36,0.8328771550407456
ahwhichpart,重庆,每日推荐随机听到，还说谁的歌这么好听，点开一看原来是温格华生，果然真爱就是一耳朵就能听出的[哭哭][哭哭][哭哭],2,2025-11-21 14:28:17,0.9956099822552422
_inoname,广东,有点东西,1,2025-11-22 01:30:17,0.4388259470932905
Fiveseau,山东,我觉得能够消除一切欲望的只有两位女性的情感,1,2025-11-22 00:35:05,0.9604309652486576
宓尘余筮,云南,抓住我的手，抚摸我的头，我想要的只有我能够觊觎。,1,2025-11-20 23:09:42,0.5787221086494887
春思庭泥,江西,我的天啊温格华生！！！！新歌！！！,1,2025-11-20 21:10:28,0.10805164623820374
那还是蛮不错的,江苏,好久不见！💜,0,2025-11-22 09:04:33,0.24155884737179967
thehours0_0,湖南,好梦幻好喜欢,0,2025-11-22 08:04:41,0.9905540343846683
Rebecca-ELF,湖北,奶奶你关注的乐队终于发新歌了,0,2025-11-22 01:28:02,0.9244824169573286
Rebecca-ELF,湖北,微博有账号,0,2025-11-22 01:26:45,0.8443429590496163
9952863413,四川,居然这么久,0,2025-11-21 23:00:55,0.22213246031270018
石卒银,陕西,终于等到了！,0,2025-11-21 17:49:34,0.5870307167235498
Tupperware-__-,湖北,我滴妈呀 几年了哇 流泪[流泪],0,2025-11-21 14:57:38,0.9366274251333898
melting-blood,北京,如果可以来北京开live就好了,0,2025-11-21 14:22:27,0.2352350068319392
只是一个徐,北京,真心 向内一求 即可获得,0,2025-11-21 14:12:45,0.7321417862745159
howyousufferfromyoursanity,福建,好听,0,2025-11-21 11:47:38,0.33333333333333337
青儿尼,广东,猝不及防新歌来了,0,2025-11-21 11:34:51,0.5967404376930319
千寻和芝士挞,上海,好听呀,0,2025-11-21 01:34:10,0.33333333333333337
覆盖冬季,湖南,笑死我了哎哟,0,2025-11-21 00:41:38,0.4913691286285672
玖柒SUNSET,贵州,😌,0,2025-11-20 20:01:47,0.5
大概岛像人,安徽,凝成一个眼神,0,2025-11-20 18:41:46,0.7430244768219411
灰丫-丫儿,重庆,留个爪印,0,2025-11-20 15:30:17,0.5658133935993332
我取错名字啦,广东,你们就是最特别的存在~,0,2025-11-20 14:45:51,0.6462748168771664
