用户名,用户城市,评论内容,点赞数,评论时间,情感得分
Yanis张,广东,谢谢你们，我继续努力,353,2025-11-07 15:41:31,0.6983676567001663
身心症,湖南,[多多耍酷]从某红书赶来的集合↓,161,2025-11-06 17:48:30,0.842705726132325
诗知微,湖南,b站来的集合[耍酷],132,2025-11-11 23:55:55,0.6909323706530972
死亡_爱,北京,交响诗版本跟原曲不是一个风味了哎，像一个角色牺牲的落幕bgm，镜头出现记忆闪回，战场遗址，幸存的人类以及倒塌的墙角上冒出的新芽——墙角的背后，是晨曦：“我不再自由，但至此，全人类都拥有了自由。……不，或许我也自由了。”,95,2025-11-06 21:22:24,0.9999999998042468
XIARAN___,上海,我去竟然真的上了。 交响乐感觉比原曲更宏伟 像群鸟前仆后继如流萤扑火般拯救将倾的世界，大战告捷后，争相飞往黎明的朝晖（呃啊我说梦话的不要骂我）,86,2025-11-06 21:35:44,0.9455211969791631
Guest006,北京,.□□□□□□◢▅▅██▅ □□□□□◢□□□□□■█▅▄ □□□□□◢███◣□□□■██ □□□□◢████◤□□□□███ □□  ◢█████◣□□□□□  ██ □□   ◥██◤◥██◣□□□□  ██ □□□□□□□□◥██◣□□   ███ □□◢◣□□□□□ ◥██◣ ◢███ □□◥██◣□□□□□◥████ □□□████▅▅▅▅▅▅██◣ □□◢██◤◥██████◤██◣ ◢██◤□□□□□□□□□□◥█◤ ◥█◤,52,2025-11-06 18:18:01,0.11967370161309421
荼靡花无尽夏,云南,第十一日的第一缕阳光跃出地平线的那一刻，温暖地洒在许多张不可置信而又痛哭流涕的脸上 他们的人生从这一刻开始再也不会停留在十日之内，只会永远奔流向前。 直到那一刻，人们才终于相信。 那漫长的、纠缠的、苦痛的、怀念的、相思的、悲欢的、永恒的十日，从这一刻开始—— 彻底终结 （十日，终焉）,40,2025-11-15 13:31:15,0.9999999949360081
被占用的昵称什么的最讨厌了,北京,好震撼。。。像世界和平后世界人民自由悲壮的呐喊，度过了所有战争，在日出时世界各国的人民拉着手站在废墟上 用不同的语言笑着高喊着自由 高喊着和平 不同肤色不同语言的孩子在阳光下嬉笑打闹，好幸福好幸福。。。。,40,2025-11-06 18:50:41,0.9999999999999984
HelloEnjoychen,湖南,那山高高地耸入云霄，是我梦中才到过的地方。我的脚步是蹒跚的，深一脚，浅一脚，在碎石与泥土间踉跄。跟不上目光所及的速度，气是喘的，心是慌的，但这身躯却执拗地不肯停下。过往种种，那些不堪的、荒唐的，此刻都成了脚下的尘土；正是这踉跄，教我知道了“道阻且长”里藏着的滋味，教我成长。,37,2025-11-09 18:34:43,0.9999990004817018
浮生朝鹤远,福建,原曲是鸟的视角看云，这首是云的视角看尽鸟的一生，以及它身后的整片天空,31,2025-11-06 23:00:49,0.9990043043184809
凌晨三点___醒来,浙江,痛苦是财富，这话是扯淡。姑娘，痛苦就是痛苦，对痛苦的思考才是财富。,26,2025-11-11 19:13:46,0.9998689330253872
湘北烤麸,湖南,鸟之史诗[大哭],25,2025-11-09 15:14:39,0.8716808442339217
温穆_y1,新疆,下周二我将在学校广播放这首歌,18,2025-11-08 17:42:35,0.9908620286433979
sky菇小白,江西,快看啊，你要见的重山，我替你去见了，你要见的繁华盛世，我也替你去见了。可当初我们约定一起去看那夕阳洒下的余晖，去看那满山遍野的花海，去看到繁华夜市下的星空所绽放的烟花，都做不到了，尽管走遍万千山海我的身边却唯独少了你。但是没关系，你的意志，你的精神会被我们永远铭记,17,2025-11-07 12:05:44,0.9999999938026234
Nox-丶,四川,好自由的感觉，像鸟儿冲破束缚自己的牢笼飞向天空的那一刻😦,14,2025-11-08 21:59:25,0.9999920871948718
