用户名,用户城市,评论内容,点赞数,评论时间,情感得分
楊欣-_,广东,因为一个月前偶然听到你的歌 歌词共鸣 就去搜你其他歌听 也偶然在几天前刷到广州巡演 就买了票 昨晚看完了你的演出 只觉得命运好神奇 祝你在拥有细腻感知力的同时 拥有更强大的心脏 祝你的音乐能被更多人听到 演唱场地也越来越大,44,2025-11-16 11:23:49,0.9999999999994142
京尤此別過,新加坡,"""人要容许一段时间找不到自己""",29,2025-11-16 10:23:19,0.37660208521371574
马sweettt_a,天津,从二十一世纪的脱帽礼 这首歌开始，我慢慢的开始理解歌词，发现每一首歌的歌词都像一部小说的一篇章节，不同感受，不同的表达方式，不同的情节。,16,2025-11-16 15:16:02,0.9999999062112824
XIE__XxX,江苏,每一个不曾起舞的日子都是我们在“茧”中蓄势待发！！！我们会从灰烬的大地上重生！！！,11,2025-11-16 09:31:16,0.6092335147051506
小LI想放假,四川,前奏的钢琴声宛如细碎的晨露，滴落在翠绿的叶片上，清脆而灵动，瞬间将我从喧嚣的现实中抽离。随后，悠扬的小提琴声如一缕金色的阳光，穿透薄雾，洒在静谧的湖面上，泛起层层涟漪。那婉转的旋律，像是晨曦中鸟儿的欢唱，带着对新一天的憧憬和希望。,2,2025-11-18 17:19:14,0.9999990514096754
白白如此可爱,浙江,我们顺其自然,1,2025-11-20 12:09:14,0.7364864864864865
cardiopalmusCSH,江苏,终于等到上线了！,1,2025-11-18 18:19:04,0.29902691123401093
江未遇_,河南,每次都能往心窝里戳[泪目],0,2025-11-20 12:00:09,0.8194108456680714
向熙-,陕西,如果一个人不告诉你他在想什么，你怎么去了解他呢？,0,2025-11-20 01:59:43,0.4800711996785887
你还在等天亮吗,四川,因为这首歌喜欢这个歌手,0,2025-11-20 00:11:49,0.9596876666371761
joyxxxjojoxxxx,四川,天赋型选手[超好听][超好听],0,2025-11-20 00:00:28,0.6019086244119736
m控白,湖北,特别好,0,2025-11-19 18:09:02,0.7255294693217801
波比大王-,河北,陈麒名成为！！！最好的音乐制作人！！！,0,2025-11-19 16:58:10,0.45841488454196055
嫩模_,山东,在这里放只小猫ᓚᘏᗢ 路过可以摸摸它ᓚᘏᗢ վ'ᴗ' ի,0,2025-11-19 15:22:30,0.5757615221970921
77祺琪,四川,慢慢变得平静,0,2025-11-19 15:09:22,0.9786537724138681
季夏的夏天,广东,终于等到这首歌了[流泪][流泪],0,2025-11-19 10:43:08,0.9838560244603484
4ever_75u5u,福建,终于出了等了两个月[哭哭],0,2025-11-19 02:59:50,0.7619873720989937
忘了忘记的,上海,找不回自己，你还想我吗,0,2025-11-19 01:30:13,0.15712902346176283
稀奇古怪小可愛er,四川,打卡,0,2025-11-18 23:35:54,0.5
请走远点,重庆,这个歌曲题目跟我最近状态好像啊[哭哭],0,2025-11-18 21:08:12,0.9886274798141442
水拉特,四川,太高产了，而且都好好听,0,2025-11-18 20:30:22,0.28723433989709246
Solivagant_9,河南,期待未来有郑州场,0,2025-11-18 18:55:17,0.9899082311207948
斯芬克斯没药,安徽,🥰🥰🥰,0,2025-11-18 14:47:42,0.5
EstherCho,山东,哇！这个歌终于发了！,0,2025-11-18 14:47:06,0.5924077755943066
两克的脑子,广东,不是非要你不可，但只有你可以,0,2025-11-18 14:04:44,0.4072935830615598
FFxxkFabulous-,海南,好锋利的歌,0,2025-11-18 13:43:00,0.9236668611378203
molly蜜,新疆,等这首歌很久了，终于能听完整版了，太有才了！,0,2025-11-18 11:53:39,0.8485667658768621
欧哈呦儿,北京,终于上线了[流泪],0,2025-11-18 10:28:50,0.6057138756409627
BluE_ZfL,浙江,沉迷了 爱了,0,2025-11-18 03:12:39,0.7925002713007322
