用户名,用户城市,评论内容,点赞数,评论时间,情感得分
牧野mieee,广东,比千年更痛的是千年泪,988,2025-11-11 00:46:06,0.6940279959787243
感忧_,江西,告诉大家一个好消息，2024年11月21日，TANK在浙江大学医学院附属第二医院（浙大二院）成功接受亚洲首例家族性肥厚型心肌病合并肝功能衰竭的‌心肝同期联合移植手术‌，术后恢复良好，于2025年4月7日康复出院‌。我们要相信TANK还能创作出像千年泪一样的好歌[许愿],429,2025-11-11 22:21:37,0.9978408572889842
小甜_0824,越南,吹花作泪痕，千载难相忘，寸寸相思，随风入梦，由国风少年刘宇演绎的单曲《千年泪》正式上线，经典旋律描摹曲折爱恋，动人声线道尽刻骨情思。,291,2025-11-11 00:24:39,0.9999961490641843
-ajuuu,河南,来一个刘宇尖叫楼！！！！,226,2025-11-11 00:01:04,0.3622482725191827
我真的鲨Q啊,上海,真声顶上去的高音好牛！,193,2025-11-11 00:14:28,0.6529978117720071
听歌的洁yj,陕西,我在等一批25年11月的人[笑了],139,2025-11-15 21:34:20,0.21015761238127673
十二封手书,辽宁,我多想再见你哪怕一面😭😭😭演唱会戒断反应好痛苦😭😭😭,134,2025-11-11 00:34:01,0.837435523945201
小满小宇,山东,唱功越来越厉害了！[哭哭]把跨越千年的眷恋与遗憾唱得破碎又动人，一开口就拉满宿命感啊！,119,2025-11-11 10:06:40,0.9999791255524799
子秋yyy,重庆,第一次认识你的时候还是国风美少年，如今你真的成了国风美少年，还记得当初你的稚嫩模样，如今已经是舞台上闪闪发光的大明星了，时光荏苒，你早已退去了青涩的脸庞，愿你不忘初心越来越好T^T,107,2025-11-11 23:09:11,0.9977722428554278
3sting,重庆,想要徽章 宝子能不能随手点一个嘛(>^ω^<）[爱心] 　　　　　／＞　　フ 　　　　　|  　_　 _ l 　 　　　／` ミ＿꒳ノ 　　 　 /　　　 　 | 　　　 /　 ヽ　　 ﾉ 　 　 │　　|　|　| 　／￣|　　 |　|　| 　| (￣ヽ＿_ヽ_)__) 　＼二つ,81,2025-11-17 00:39:00,0.9999991952093803
大都会亮红煎蛋卷,江苏,其实我是一个收到一个赞就会开心一整天的那种人,45,2025-11-14 21:39:06,0.9859348787362405
獨戀nn,河北,无论什么时候看到，请提醒我喝水，谢谢,43,2025-11-15 21:15:12,0.0937861000779383
