用户名,用户城市,评论内容,点赞数,评论时间,情感得分
极速小渝游啊游,海南,🔮这一寸偏爱，不算盛大，却像星光落进心河，慢慢聚成温暖的海，随歌声清晰的是藏于音符的感谢💝，一起听，去触碰梓渝温柔磅礴的情意。🔮,38329,2025-10-26 00:00:05,0.9999994092759671
网易云音乐,北京,这一次，想要勇敢地飞行，坚定地奔向你！这首歌，唱给你们听~10月26日 0:00 至11月1日23:59，来评论区敲出 “梓渝” 或 “下一页”，专属彩蛋正等你解锁～,38098,2025-10-26 00:00:22,0.5215876706499288
Happy_小吴,福建,🌽⚡🌙琴弦里的伏笔🎹是@我是梓渝ZIYU_  在《下一页》勇敢诉说的爱意✨安静聆听是告白唯一的续写💛💚,37617,2025-10-26 00:00:06,0.9868125696691844
用户7726345,天津,🌽⚡🌙爱人如养花，我们是彼此最好的护理师，我们一步一个脚印的走向彼此的未来。和@我是梓渝_ 一起，奔赴下一场🎶盛宴。爱我的证据你藏在那一页？答案只有一个《下一页》！！！🌽🌽🌽🌽🌽🌽🌽,33850,2025-10-26 00:00:05,0.9986216180282845
laiiuii,广东,🔮当阳光☀️洒满大地，当星辰铺满天空🌠，当我们在旋律里找到同行的共振🎀。梓渝和𝐘𝐔𝐍𝐈共赴《下一页》🔮！,32192,2025-10-26 00:00:10,0.01992427129062746
-Tsukira,广东,🌽光焰点亮黎明的前夜🌙在所有人声鼎沸的欢喜中🌠唯独望向你@我是梓渝ZIYU_   将爱你的证据藏在《下一页》💛💚,30889,2025-10-26 00:00:04,0.12397723335592215
Rarity默,江苏,🔮共同奔赴的爱意永远热烈，你心底的感谢，🍬我们早已是最懂彼此的人，懂你的期待，与你慢慢相逢💞。一起听🎀去拥抱梓渝对大家深沉真挚的期许。🔮,30187,2025-10-26 00:00:07,0.9999991313893277
A荼白白,山东,🔮共同奔赴的爱意永远热烈，你心底的感谢，🍬我们早已是最懂彼此的人，懂你的期待，与你慢慢相逢💞。一起听《下一页》🎀去拥抱梓渝对大家深沉真挚的期许。🔮,28973,2025-10-26 00:00:17,0.9999968588673018
PussyPrincess,福建,🔮知彼此的陪伴，早已是生命里最温柔的印记💟，是压在心底、见于眼眸的热忱🌺，一起听《下一页》去感受梓渝对大家绵长厚重的爱意。🔮@我是梓渝ZIYU_,19044,2025-10-26 00:00:23,0.9993090327153875
罡小毒,江苏,🔮共同奔赴的爱意永远热烈，你心底的感谢，🍬我们早已是最懂彼此的人，懂你的期待，与你慢慢相逢💞。一起听《下一页》🎀去拥抱梓渝对大家深沉真挚的期许。🔮,18395,2025-10-26 00:00:21,0.9999968588673018
小十四xx,山东,🔮相伴，已是岁月馈赠的温柔，深藏的感恩随旋律，是心底滚烫♨️、欲诉还休的热忱，去感受梓渝对粉丝绵长厚重的心意。🔮,17882,2025-10-26 00:00:14,0.9999991387706483
用户626494961,内蒙古,🔮 心事很轻，是揣着对你的支持，盼相逢，不如就在此刻，续写那场彼此珍惜的约定🔮。和@我是梓渝ZIYU_  一起翻开《下一页》🌈开启我们的新页时刻。,17375,2025-10-26 00:00:19,0.9999898954277566
脑壳发芽,重庆,🔮我们因为爱相聚，也会因此相守相伴。故事翻页📃，但爱意才刚刚蔓延🪸。一起听，去触碰梓渝温柔汹涌的情意。🔮,16804,2025-10-26 00:00:13,0.9999906846959092
春風吻住我嗎-,江苏,🔮相伴，已是岁月馈赠的温柔，深藏的感恩随旋律，是心底滚烫♨️、欲诉还休的热忱，一起听《下一页》✨去感受@我是梓渝ZIYU_  对粉丝绵长厚重的心意。🔮,15834,2025-10-26 00:00:10,0.999999341331193
竹氰,辽宁,🔮 心事很轻，是揣着你的支持，盼相逢，不如就在此刻，续写那场彼此珍惜的约定🔮。和梓渝一起翻开，🌈开启我们的新页时刻。,15078,2025-10-26 00:00:14,0.9999886760090398
西瓜皮超难吃,江苏,🌽⚡🌙琴弦里的伏笔🎹是@我是梓渝ZIYU_  在《下一页》勇敢诉说的爱意✨安静聆听是告白唯一的续写💛💚,3,2025-11-21 17:56:17,0.9868125696691844
云环境评论一级巡查员,上海,你自己听听好听吗？,3,2025-11-18 22:17:40,0.7714872740513101
智慧女孩不会秃头丶,浙江,🌽⚡🌙琴弦里的伏笔🎹是@我是梓渝ZIYU_  在《下一页》勇敢诉说的爱意✨安静聆听是告白唯一的续写💛💚,2,2025-11-23 01:40:47,0.9868125696691844
919不须臾706,河南,未完待续，我好想你们🌽,2,2025-11-22 16:56:27,0.6138844457641397
伶yu,四川,月月天天开心，好好吃饭，希望你所做的一切，一切的一切都是为了自己更幸福🌽🌽,2,2025-11-22 09:05:07,0.9950343984225768
呼噜噜O_o,陕西,未完待栩⚡🌙,2,2025-11-21 09:34:51,0.42983937515137316
_colacat_,新加坡,🌽⚡🌙琴弦里的伏笔🎹是@我是梓渝ZIYU_  在《下一页》勇敢诉说的爱意✨安静聆听是告白唯一的续写💛💚,2,2025-11-20 21:04:08,0.9868125696691844
Blueberries_cigrt,重庆,梓渝近期发了那么多歌，我还是最喜欢这一首，因为我真切地的感受到了，那些藏不住的、无法掩盖的爱意，席卷天地，穿出屏幕， 淌过人海,2,2025-11-20 15:50:42,0.9994718899147624
虎虎小屁孩儿,北京,他们⚡🌙的感情，他🌙不能直接告诉我们，所以他🌙放在歌里，这首歌只唱给他⚡听，“埋在心底的勇气，变成谱在音符的心迹”，🌽⚡🌙幸福好不好@我是梓渝ZIYU_,2,2025-11-20 11:06:54,0.9999995808860997
