用户名,用户城市,评论内容,点赞数,评论时间,情感得分
金牌萄萄葡,河北,版权请速归[流泪],170,2025-11-21 21:35:33,0.16448886014112107
记住你的样子k,江西,谢谢湖南卫视，以后能听到嘉哥带来的更多作品了[哭哭][哭哭][哭哭],78,2025-11-21 20:53:36,0.9960215355623622
怪人老李,江苏,这么多年全靠音综的版权了,50,2025-11-21 21:57:07,0.08029321182451254
夏目猫少年,浙江,想自由！我要想自由！[哭哭],42,2025-11-21 21:41:56,0.9991147923318402
海边的coconut,山东,这首歌只有林宥嘉唱出来的感情是对的,23,2025-11-22 00:46:24,0.9898910345662174
可颂bb冰坠多,湖北,终于在网易云收到嘉哥的私信了[流泪],13,2025-11-21 21:57:20,0.85966732364645
orenjinoumi,上海,有生之年在网易云听林宥嘉,13,2025-11-21 21:19:38,0.8747931692808948
NudGe_,浙江,林宥嘉你快开新的巡演好不好我非常非常非常想念去年的idol😭😭😭,12,2025-11-21 20:50:59,0.8565399012248671
己俞_,辽宁,林宥嘉真的很少参加综艺 这次能看到他来 真的很兴奋 真的超期待他接下来的现场 期待他多多参加内地综艺 真的超棒[举手],10,2025-11-21 23:49:14,0.9999875740717235
晚睡少女,陕西,十八年老粉，感谢超级星光大道，感谢湖南卫视，林宥嘉给我火！！！,2,2025-11-22 22:20:40,0.7433316073369426
Mayim_,北京,版权请速归[流泪],1,2025-11-22 22:17:07,0.16448886014112107
Tory_H,广东,终于能在网易云听林宥嘉了，可惜是音综的[笑了],1,2025-11-22 19:59:48,0.7102669385137305
穆嘉烈,四川,多久了我都没变 还是最爱林宥嘉,1,2025-11-22 18:50:03,0.15850008246276104
la_suite,湖南,Wyy发发力让我听全林宥嘉的歌！！,0,2025-11-22 22:49:42,0.1959332151283063
糖心_ZtUI,云南,来啦来啦,0,2025-11-22 22:46:57,0.5262327818078083
夏目猫少年,浙江,再来一首残酷月光就好了[好听哭了],0,2025-11-22 22:33:15,0.9501379553897782
PRINCIPLE赵,广东,啊啊啊啊啊啊啊啊啊爱你林宥嘉[哭哭][哭哭][哭哭][哭哭][哭哭][哭哭][哭哭][哭哭][哭哭],0,2025-11-22 22:32:17,0.9999999704259361
克莱因蓝乐观流行说唱,山东,好听,0,2025-11-22 22:09:58,0.33333333333333337
Albert空格Camus,安徽,附议😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0,2025-11-22 21:29:56,0.4737672181921908
海边的coconut,山东,徐佳莹唱的不像是已经浪费了六年，感觉最多会浪费六个礼拜,0,2025-11-22 21:22:07,0.06630905101663853
还是冬青,河南,林宥嘉，这么多年了，你还在唱浪费。,0,2025-11-22 21:18:24,0.6812990393916949
权大纳言,四川,期待在2026年歌手舞台上，林先生对决歌莉娅，爱恨一瞬间。[色],0,2025-11-22 21:01:07,0.9958844153551548
有羊角的面包,湖南,搜春风十里这个作者会有惊喜[多多大笑],0,2025-11-22 20:56:43,0.9901894332301606
仙女味的猫了个喵,重庆,有一个人能去爱，多珍贵。,0,2025-11-22 20:24:55,0.9804383588989256
lovejasonrain,江苏,好久不见 Yoga,0,2025-11-22 20:14:20,0.24155884737179967
後山的煙草,天津,哎呀我，哎呀我，冲冲冲,0,2025-11-22 20:05:42,0.5
扬眉吐气yi,广东,第一期好几首喜欢听的，比如说这首,0,2025-11-22 19:25:49,0.9031243388005123
HUANGJIAQI-,湖北,Yoga！,0,2025-11-22 19:17:51,0.5
哔哩哔哩嘣擦,北京,我永远记得那年夏天你对我说的话，值得我永远在身边，守护你,0,2025-11-22 19:16:44,0.9998121662770691
孤身注孤生,江苏,这上榜了 版权该买回来了吧 老是要跑隔壁听 一开开两会员,0,2025-11-22 18:41:44,0.00601491763952422
barboss,河北,真是永远的神啊,0,2025-11-22 18:34:40,0.49707612687684377
XMJ_xmj_,江苏,版权速速回归,0,2025-11-22 18:00:49,0.4030289082116285
宝宝如烟之梦,湖北,想自由,0,2025-11-22 17:54:14,0.9455059220483094
箜礼,宁夏,超棒！,0,2025-11-22 17:49:22,0.8999999999999999
