用户名,用户城市,评论内容,点赞数,评论时间,情感得分
柏林永不停歇的雪,湖南,我想要徽章可以随手点一个吗[泪目][泪目],5385,2025-10-26 22:22:48,0.8916986775054685
万宝万乐体,广东,幸好冬天来临 还是我和你,4584,2025-10-26 15:28:34,0.8196106687557959
_桃离梦境,河北,冬天是个适合谈恋爱的季节，不浓妆艳抹，不穿性感吊带，两个人穿着厚厚的衣服手牵手放在一个口袋里取暖，雪花飘落在发丝上，也算此生共白头了吧,3243,2025-10-24 19:39:09,0.5572893844319388
稀饭-001,云南,我想要徽章 看见的宝宝们能随手点一个吗,2642,2025-11-02 08:54:01,0.7652479564476793
尒莫白,山西,！从视频号找来了！祝火 好听,1732,2025-10-24 21:10:30,0.31712424193983424
想不想念念,四川,这首《冬与你》打破了冬日常规的忧郁与冰凉，让这2025的这个冬天多了一丝温暖与甜蜜，像是阳光消除了我的阴郁，或许是冬天太冷了，所以把像暖阳的你带到了我的身边，希望听了这首歌的人都会遇到幸福，也很感谢作者大大写下神迹，“幸好冬天来临，还是我和你”,1529,2025-10-24 16:05:34,0.9999999996596283
鱼骨妹,湖北,让这个冬天的意义全是关于你,1388,2025-10-24 17:06:26,0.5697664425664203
一口松饼熊,河南,"放只仓鼠在这里 萌妹子可以摸摸◟(˶> ᎑ <˶)◞只需要一个赞 　　　､ゞヾ∧""""'∧;， 　　ヾ　　　・ω・ 彡 　 ﾐ　　　  　o　 o　 ミ 　~彡　　　　　　　 ﾐ 　　/ｿ，，　，０; ，;;:､０ヾ`",1011,2025-11-07 17:47:26,0.8173011225679404
爱便茉断联,上海,你和雪有一个共同点，落在眉睫，都是泪水,913,2025-10-24 18:39:36,0.8210788527118331
Eira-Solstice,广东,给我点赞可以吗？我想弄那个百赞徽章[爱心] 放只小猫在这里给你们摸！ 　　　　　／＞　　フ 　　　　　|  　_　 _ l 　 　　　／` ミ＿꒳ノ 　　 　 /　　　 　 | 　　　 /　 ヽ　　 ﾉ 　 　 │　　|　|　| 　／￣|　　 |　|　| 　| (￣ヽ＿_ヽ_)__) 　＼二つ,820,2025-10-31 19:13:36,0.9999999878122153
Ocean-_-海,陕西,抱歉想麻烦大家一下我想给我女朋友做一本风琴本，在一个重要的时刻送给他，可不可以发个 ：我在xx祝chy和lhy永远在一起 我会给你们头像和ID都彩印下来贴上去 谢谢大家,690,2025-11-09 14:54:21,0.03651755822928415
露酱成为嗜好,贵州,我想要徽章可以随手点一个吗[哭哭][哭哭],631,2025-10-31 20:49:48,0.9602116176856642
总是些许忧伤ek,广东,无论什么时候看到，请提醒我喝水，谢谢,597,2025-10-31 12:42:30,0.0937861000779383
不高兴小猫大王,江苏,有多少视频号来的哇[举手],524,2025-10-24 22:15:28,0.817822171701557
小八喵酱,江苏,中国有十四亿人口，网易云有八亿用户，而你偏偏在这首歌的评论里看到了我，然后你花了五秒来读我这段话，是的呢，这一瞬间你是我的人。你好陌生人，今天也是美好的一天[亲吻],503,2025-10-31 20:50:47,0.9678669647028804
栀骨瓷_,陕西,第三次刷到这首歌,2,2025-11-23 14:20:00,0.6080597891330224
玲海夜里独徘徊,云南,想集齐520个单字署名,1,2025-11-23 14:59:09,0.8759139227253593
离离不知意,云南,又是一年冬   但我们都迷失在了风雪中,1,2025-11-23 14:18:21,0.9510653579364631
别总说我绝情,河南,其实一个人过冬也挺好 但是两个人更好,1,2025-11-23 14:17:07,0.95578808682806
-cholom,山西,在这个冬季,0,2025-11-23 15:40:31,0.5
-甘之如怡-,安徽,宝宝天冷了，记得喝热水哦,0,2025-11-23 15:38:49,0.3798742770069994
Toxic-Loves,河北,我在河北祝chy 和lhy永远在一起,0,2025-11-23 15:36:06,0.9877719643784164
次元阿闲,广东,我在广东祝chy和lhy永远在一起,0,2025-11-23 15:33:18,0.8997541572903056
超拽炫酷霸道冷少,山东,我在山东祝chy 和lhy永远在一起,0,2025-11-23 15:18:45,0.9749334039559977
昌含情,新疆,背景音乐是什么,0,2025-11-23 15:14:49,0.8495489420727435
恙yyyyyy,湖南,你和雪的共同点,0,2025-11-23 15:14:47,0.770007481084324
要喝水33,辽宁,很低的,0,2025-11-23 15:14:33,0.5558725398645179
sjsjjaoak,新疆,我在新疆祝chy和lhy永远在一起,0,2025-11-23 15:12:55,0.9877719643784164
诉字,江苏,我在江苏祝chy 和lhy永远在一起,0,2025-11-23 15:10:35,0.9401451469437957
Blue-星,广东,我在广东祝chy和lhy永远在一起,0,2025-11-23 15:08:18,0.8997541572903056
可逆零,安徽,我在安徽祝chy和lhy永远在一起,0,2025-11-23 15:00:54,0.9843329761794957
天才系窝x,云南,我在云南祝chy和lhy永远在一起,0,2025-11-23 15:00:07,0.9150423559718835
小椰困困zzZ,浙江,我在浙江祝chy和lhy永远在一起,0,2025-11-23 14:58:12,0.9348990613867622
是弟弟啊-,浙江,我在浙江祝chy 和lhy永远在一起,0,2025-11-23 14:53:24,0.9348990613867622
大橘为重yu,四川,我在成都祝chy 和lhy永远在一起,0,2025-11-23 14:51:44,0.8215180742213224
真的没熬夜,四川,你和冬天有个共同点,0,2025-11-23 14:48:20,0.42625956595841585
忆浔浔浔浔,北京,希望你可以陪我过冬,0,2025-11-23 14:45:47,0.7755481919323848
严的小姐,吉林,玩光遇听见了,0,2025-11-23 14:44:55,0.2633686982568598
暖风吹得佳人醉,四川,不高,0,2025-11-23 14:41:14,0.5039207378222778
满心_欢喜k,河南,爱了,0,2025-11-23 14:41:11,0.7483050847457626
江勾姜,湖北,冬天要和喜欢的人一起过[色]那我和你一起过吧[惊恐],0,2025-11-23 14:34:06,0.390591661921199
張張雪子,内蒙古,我在内蒙古祝chy和lhy永远在一起,0,2025-11-23 14:32:06,0.8997541572903064
许则陆赫扬199,广西,南方人感受不到这种氛围感😭😭,0,2025-11-23 14:28:46,0.8975541846848009
karasawa-yukiho,海南,我在海南祝chy 和lhy永远在一起,0,2025-11-23 14:22:52,0.8706607826660918
-關於你-_,广东,我在广东祝chy和lhy永远在一起,0,2025-11-23 14:22:16,0.8997541572903056
北海一只怡的猫,湖北,我在湖北祝chy和lhy永远在一起,0,2025-11-23 14:21:22,0.9641916252980618
52Hertz鲸_,广东,我在广东祝chy和lhy永远在一起,0,2025-11-23 14:14:35,0.8997541572903056
椰汁_926,陕西,《冬与你》,0,2025-11-23 14:13:22,0.7142857142857141
CZ劇終,江苏,幸好冬天来临 还是我和你@嗨皮小修狗,0,2025-11-23 14:09:19,0.809058580656992
-绑带-,山西,🉑,0,2025-11-23 14:07:48,0.5
類詪-,内蒙古,连分手都是在手机上说的 还说什么永远,0,2025-11-23 14:06:49,0.702861427699436
ETERN_ZLL,广东,冬天来临 还是我和你,0,2025-11-23 14:04:06,0.8696029764563594
ETERN_ZLL,广东,我在广东祝hyx和fzn友谊长存,0,2025-11-23 14:03:23,0.9765862021172161
小欣衔雪祈愿,上海,我在上海祝chy和lhy永远在一起,0,2025-11-23 13:59:16,0.8825103949216904
愀h3r3,内蒙古,我在内蒙祝chy和lhy永远在一起,0,2025-11-23 13:52:49,0.8997541572903064
愀h3r3,内蒙古,我在内蒙祝chy和lhy永远在一起,0,2025-11-23 13:52:34,0.8997541572903064
