用户名,用户城市,评论内容,点赞数,评论时间,情感得分
爱高消,河北,现在初吻还在的是这个[强],6,2025-11-19 13:37:37,0.981107482980624
SUN_R96,上海,如果你们缘分已尽，哪怕在一个城市，就算在一个区里面，也不会碰到。如果你们两个人缘分很深，或者羁绊还在，就算（暂时）不在一个城市，哪怕相隔十万八千里，也会在未来的某一天、某一个时刻，在一个地方碰到（相遇或重逢）。,4,2025-11-20 16:05:58,0.9994601982780404
森给窝里坡坡掐急死,陕西,小王子里说：如果你要驯服一个人，就要冒着掉眼泪的危险。我们从不惧怕眼泪，但是，要值得。,4,2025-11-18 23:22:20,0.9962761581842291
yfrujko,广东,好好听好喜欢这首歌,2,2025-11-20 15:14:52,0.9587382226601949
影Shadow月Moon,云南,这旋律和人声真绝了,2,2025-11-19 22:02:30,0.8794433566334721
_房东的猫-,广东,朋友，请向前看，幸福就在前方。,2,2025-11-19 19:35:21,0.9521776765678389
捏捏恩仔脸,江苏,好听(ง •̀_•́)ง,2,2025-11-19 10:26:03,0.2883928661326973
夏目在领袖,河南,好听的歌 等一个火的时候,2,2025-11-18 01:47:33,0.3371455073757844
陈肆临,陕西,哇塞 这首歌太好听了吧,1,2025-11-20 13:29:27,0.7517043125879883
n别回头k,江苏,那我必是[很棒],1,2025-11-19 18:18:48,0.9307693800646141
春到芳菲春将尽,辽宁,说不定随心所欲的生活更顺风顺水呢,1,2025-11-19 11:15:02,0.8318036192094077
Aaa_Na,内蒙古,好听,1,2025-11-18 23:36:15,0.33333333333333337
李梅玲954863,广东,日推,1,2025-11-18 16:20:40,0.23073680986216571
全球闯红灯锦标赛总冠军,广东,咋不全程上DJ我喜欢啊！日推新歌不错不错[很棒],1,2025-11-18 11:29:45,0.9886909486812365
季ooo,福建,好听,1,2025-11-18 01:06:00,0.33333333333333337
Hydroxy1,黑龙江,抖音来的，好听好听。,1,2025-11-17 21:04:19,0.03520203000525046
你的野猪佩奇_,辽宁,der喝的,1,2025-11-17 18:22:04,0.361626356737361
空桪,辽宁,不错,0,2025-11-20 15:23:41,0.8612132352941176
IamMillionFor,贵州,披星戴月,0,2025-11-20 14:53:46,0.5
这次很幸运,福建,很好我收下了,0,2025-11-19 18:50:43,0.42387594844944065
神秘喵达人,山东,别丧了，说不定你也是别人心中偷偷藏起来的光。,0,2025-11-19 11:13:29,0.9978053939819644
泱凛x,甘肃,₍˄·͈༝·͈˄*₎◞ ̑̑,0,2025-11-19 09:52:24,0.4737672181921908
一界龙少,河南,从第一秒的开始，就奠定了整首歌的情绪，这是一首需要‘品’的歌，越听越能发现它的精妙。编曲上的细节，像是在情绪的水面上投下了一颗石子，涟漪久久不散，歌词的节奏让语言本身也成了一种乐器。这首歌的魅力在于，它不仅是听觉的享受，更是情感的触发点。它不追求瞬间的惊艳，而是慢慢渗透你的感官。,0,2025-11-18 22:15:49,0.9999999999988995
somedaywewillmeetbeyondthemoon,江西,okokok,0,2025-11-18 19:19:37,0.5
KrolssRemy,江西,喜欢,0,2025-11-17 20:59:14,0.6994590939824207
