用户名,用户城市,评论内容,点赞数,评论时间,情感得分
柚之谦,湖南,不懂没关系 我并不需要雷同,3819,2025-10-24 20:53:38,0.5834706293589724
何摆摆-,江苏,万人血书 《爱好》！！！！！！！！[哭哭],2646,2025-10-24 22:37:24,0.9848405780694026
_安再野_,北京,比起情歌 我觉得这首歌更像是描绘精神疾病患者的挣扎 躯体化说不清楚的疼痛 双相的躁狂与抑郁 没人诉说的孤立无援和人格解离 害怕被监视的恐惧 如果缺少那一张病历单 缺少白纸黑字来证明我生病了 只有人会问在无病呻吟些什么,2118,2025-10-24 22:00:33,0.9999714237585472
把悲伤藏进海里,广东,他摊开的歌词，竟是我的护理学笔记。我真的感受的了命运共振呜呜呜呜…… 当“病历”与“医嘱”在他笔下成为韵脚，我听见两个平行世界的交叠——他正用我安身立命的语言，为情感撰写病历。 这一刻，我不是听众，而是他文字里那个被提前命中的知音。一种近乎神谕的互文，完成了最终的诊断。,1706,2025-10-24 21:28:44,0.9999999999986315
加里敦大学实习生,江苏,愿各位都能抢到四巡票[笑了],1351,2025-10-24 21:39:27,0.7434598498893086
Yiiisi_,江苏,固有资产看成固定资产了，该死的会计[手动狗头],880,2025-10-24 21:07:48,0.9874638844226726
马克吐温度计,广东,刚听觉得有点像薛之谦的某一首歌的某句前半的旋律加后面改编变调的旋律组成…,790,2025-10-24 21:10:45,0.9998526660654681
SJSF-S,江西,执念不变  深藏心底   不可言喻  是为顽疾。,540,2025-10-24 21:21:21,0.9979391770878391
再遇也是難,甘肃,想集齐717个世界和平,529,2025-10-25 00:00:27,0.9903097531466387
情绪落泪零碎_-,安徽,父母健康好不好,387,2025-10-24 22:47:35,0.96883666274892
SedativeReaction,甘肃,薛氏情歌在be美学这条赛道上没输过,358,2025-10-25 01:05:43,0.9644318210604504
-1陪你去流浪-,四川,郁可唯说的一句话我很认同：他就像演员一样的，就是每次唱就是掏空自己一次，然后非常的投入在那个歌词里面。而且他的情感是真挚的，他就是好像要把那个歌词的感情和所有表达的东西全都吃透了，就是他的那种撕裂的疼痛以及怀疑还有质问，还有所有的那种情感就是会让你觉得是非常真实的,337,2025-10-25 04:15:48,0.9999999945562841
_安再野_,北京,“抑郁症就像一条黑狗 一有机会就咬住我不放” 它成了顽疾 而我们常想用药物 物理治疗来提高效率 一边又期待出现谁来救赎 试遍所有方式发现都有副作用 又该怎么办,328,2025-10-24 22:02:46,0.998874143245417
A7t90,湖北,好几首歌的结合体的感觉…这里调调又熟悉那里调调又感觉在哪听过,273,2025-10-24 21:15:25,0.2466185496409592
_安再野_,北京,我们不畏惧死亡 相比之下 我们更畏惧生存 我们像生死不惧的混蛋 我们在赌 赌我们有没有未来,221,2025-10-24 22:06:59,0.9992612586582352
MOMOTA希忘,四川,《顽疾》是深陷其中无法自拔.. 《湖泊》是坠入深渊垂死挣扎.. 而《平庸》是逐渐释怀慢慢放下..,4,2025-11-14 18:29:12,0.9977071781102471
燏燏脑,浙江,老薛的歌真的没输过,3,2025-11-14 22:27:28,0.9768162407473375
KARR1803,四川,如果我是说如果这个世界没有这个特殊群体  世界回归美好的样子该多好,2,2025-11-21 09:23:11,0.999915587899449
我最讨厌香菜了啊,山西,好听,2,2025-11-21 09:15:41,0.33333333333333337
雾雨吉他--,宁夏,我不想和你的关系变得这么糟的 可能是你读不懂我的隐喻.,2,2025-11-20 22:38:36,0.8324931910839806
她姓文1998,云南,只有生病的人才能知道的痛苦，从重度抑郁症转变成双向情感障碍，而人生才走了一半不到，已经不知道自己好了没好，正常不正常，只觉得周遭也就那样，未来也没什么意思。,2,2025-11-20 04:21:09,0.9982995085924162
Planet_K-,湖南,我种下的玫瑰永远不会枯萎，有一天她选择在更好的地方绽放，但我永远记得她盛开的芬芳（换而言之，玫瑰萌芽盛开绽放的每一步都有我的培育呵护，过程美好结局才会被称作烂尾）,2,2025-11-18 21:58:33,0.9999999998338025
春时与齐,广东,四周越热闹显得我越孤零零,2,2025-11-16 02:17:41,0.9602356170273015
柠檬树下摘个柠檬,内蒙古,惊艳了我的时光，让我从此驻足温暖你的世界,2,2025-11-14 19:24:47,0.9999891455800707
吃鸡蛋不吃蛋黄熬,四川,今天又救了一个人,2,2025-11-14 07:59:29,0.5229495108788239
不如荒芜一秒,湖南,就让我余生一人 享受余欢,2,2025-11-13 16:44:05,0.9109446795915086
你的杨大力,甘肃,可是要治好顽疾 有多难...,2,2025-11-13 15:22:15,0.4304118338590224
x雪晴,浙江,我走的很慢像你在对面一样,2,2025-11-13 14:42:42,0.30990732529237675
lucifer-zhou,浙江,这是一段不是一句,2,2025-11-12 21:09:00,0.560223108363024
薛-苑,安徽,不要驼背[爆笑],1,2025-11-22 19:07:44,0.893919648732202
雪止浅,安徽,我用上不眠不休的手段 抵抗梦里你的温暖,1,2025-11-22 12:54:19,0.9836477259951582
在家思念,安徽,不要驼背,1,2025-11-22 12:17:44,0.5098042539633137
NighttideCoconut,贵州,顽疾坚持可除掉，可是你我忘不了，所以我愿意隐瞒。[笑哭了][唉][哭哭],1,2025-11-22 00:30:27,0.826857523858016
用户5030939052,湖北,好,1,2025-11-21 21:32:01,0.6558628208940429
刀薛薛薛薛薛面,安徽,“病历上肆意拉扯来回写满”,1,2025-11-21 09:09:53,0.17603478051552335
为什么可以这么跳鸭,四川,好听,1,2025-11-21 03:54:42,0.33333333333333337
馨馨麻麻耶,山东,1,1,2025-11-20 22:23:16,0.32689832689832665
刘小鸣_12Ly,海南,唯有听薛之谦的歌是要认真看词和理解的 总像在暗示着什么,1,2025-11-20 21:09:34,0.9997638428494443
云淡风轻701,浙江,第一次听薛之谦唱的时候哭的稀里哗啦[哭哭],1,2025-11-19 20:55:09,0.9999915003697298
郁闷的时候听首歌,浙江,再次被你提起是连名带姓,1,2025-11-19 11:06:22,0.17736206342719696
Tdtiticaca,陕西,不要驼背,1,2025-11-19 05:13:56,0.5098042539633137
ironi媛,四川,病历上肆意拉扯来回写满， 揪不出左心房被嵌入的子弹， 其实所有的顽疾 都有隐瞒， 是我自愿想一直 与你有关。[哭哭],1,2025-11-18 23:58:56,0.6303507091079517
婧儿2022,天津,让我想到了陈奕迅的孤独患者,1,2025-11-18 23:54:53,0.979412160479868
gollf1u咕噜魚,江苏,痛,1,2025-11-18 23:38:56,0.7093023255813952
zao_makabaka,河南,这个赞好高级 居然是小蛋糕耶,1,2025-11-18 23:16:32,0.8110788676022425
乔木榄,浙江,有一天 你终会明白，前途比爱情重要，你还会明白，爱情比前途难得。,1,2025-11-18 21:59:53,0.9994625512683432
