用户名,用户城市,评论内容,点赞数,评论时间,情感得分
郑在旷野,浙江,我有预感这首歌会大爆[难过][难过][难过],4491,2025-11-01 00:08:36,0.9411904743785076
绚烂枯萎未来,河南,郑老板这首歌曲告诉我们:长存的想念是对亲人爱的延续，是对美好过去的留念！！“想你”不再是情绪，而是一种持续蓝屏的生存状态；让我突然明白，原来世界上最远的距离，不是生与死，而是“你”就在我的脑海里，我却拼不出一张完整的你。我并不是在想你，我是在用全部剩余的感官去加载你。,1419,2025-11-01 00:00:19,0.9999996750841794
养一羊_,四川,“长存的想念，是把爱藏进时光里的温柔。那些和亲人共度的美好过往，从未真正离开，反而在每个平常日子里，化作心底最柔软的力量。这份念，是爱的另一种延续。”,1412,2025-11-01 00:00:09,0.9999999998160971
猫吻淚-,福建,“对不起但我爱你”,848,2025-11-01 00:01:46,0.5025014431807527
AVICII__Tim,内蒙古,网易云九级了，想要九个赞(｡•̀ᴗ-),498,2025-11-02 23:24:05,0.959967917593062
虚假情谊无价,河南,十一月听郑润泽的都幸福好不好,494,2025-11-01 11:52:17,0.9984391247572368
NANA_h3R3,浙江,豆豆高三好累[流泪][流泪]远在杭州的我 好想念在新疆的父母 高三再给我点勇气吧 面对这一切[流泪][流泪] 豆豆高三好苦 好累 我好想哭 谢谢你的歌 一直陪伴着我,454,2025-11-01 00:08:54,0.9999999999785159
郑润泽_rcg,广东,对不起 但我爱你,422,2025-11-01 04:50:16,0.5025014431807527
Aio15,辽宁,歌最后那两次哼唱好像《槿》的“还是你胆大”那两句,379,2025-11-01 00:05:40,0.37568197853725593
最认真-,广东,最近发歌好勤快 但是质量还是这么高,348,2025-11-01 00:22:38,0.8145207920104368
郑米豆mi,河南,我有在认真的听每句歌、歌词、旋律 和风格 以及感情内涵 希望大家认真感受新歌新专辑 而不是一味的刷屏评论[哭哭],292,2025-11-01 00:18:32,0.9999773741064027
-哈基娇-,广东,11月听《想念你的日子》的宝宝一定要幸福！！,222,2025-11-01 04:14:09,0.9817704829170198
痣宠,河南,凑齐全国IP的郑润泽！,165,2025-11-01 00:06:01,0.5262894718928861
