用户名,用户城市,评论内容,点赞数,评论时间,情感得分
魏翔,北京,我走啦！拜拜👋🏻,5726,2025-10-31 18:30:34,0.9016522954592439
恋人未满_-,湖南,这辈子都没想过我有一天会在网易云搜魏翔[手动狗头][手动狗头][手动狗头],5578,2025-10-26 20:22:48,0.5830531043580858
Fresh037,辽宁,在地铁上听魏翔老师唱时差，打开降噪模式那一刻，看着地铁上形色匆匆的人群，突然有一种难言的感觉，成为一个旁观者的不真实感,1982,2025-10-25 17:19:07,0.9994937112045941
EIaina丶,上海,我天 魏老师嗓音有点沧桑 一开口就一股电影感涌上来 意料之外的惊艳🥺,1354,2025-10-24 23:10:17,0.9993374758617647
sayHobiiiiii-,江西,真的很像以前的电视剧主题曲的感觉 有没有人能懂我 非常纠葛非常沉重的悬疑警匪片的那种感觉 总感觉有些演员唱歌真的非常有情感有故事感 最后一段真给我唱哭了[哭哭][哭哭],1004,2025-10-25 04:14:22,0.9999999999828479
Juaneeer,贵州,我更喜欢魏翔老师版本[哭哭]（没有说周深不好的意思）,763,2025-10-25 20:35:53,0.9832388286507007
不胖30斤不改网名,浙江,这要放在蒙面唱将几个老师头扣破了都想不到是谁,758,2025-10-29 12:21:47,0.589854224089428
玛丽莲懵懵鹿丶,山东,周深：我分手了… 魏翔：我老伴儿死了～,703,2025-10-29 18:05:27,0.6576681070685146
魏翔,北京,谢谢大家！这两天好多朋友都听到我唱歌了！,696,2025-10-31 18:09:54,0.4820330472179942
落马听花,广东,大半夜把我炸起来了！！！！！！！！！！ 一个嗨嗨又把我拍回来了,390,2025-10-26 03:35:23,0.0008485152078876457
Soul992,辽宁,深深的时差，是一次清醒的诉说，没有对对方的严词质问，而是一种对过往的追忆，放不下但不得不放下了。魏翔老师的时差，是一次酒醉后的追问，是从祈求得到对方的回答，递进到克制不住的崩溃，放不下但必须要放下了。都很好听，很有故事感！,379,2025-10-26 15:49:02,0.9627248257732461
一首歌尽衷肠,河北,其实拿周深跟魏翔比的时候，魏翔就已经赢了，对吧。,361,2025-10-30 20:47:49,0.8261467123003342
Bisou-au-vent,山西,真的很ost[多多大哭]配刑侦剧好适合,318,2025-10-28 23:51:32,0.9979043064812646
魏翔,北京,准备上场[邪魅一笑],302,2025-10-31 18:19:18,0.972794073974256
魏翔,北京,跟上主教练的步伐，先把歌练好！,279,2025-10-31 18:12:40,0.8960314271580752
一点也不酷n_,新疆,什么？！主教练正在热身！,1,2025-11-23 03:27:14,0.20033931781551584
美术馆说儿歌伴奏_j,天津,也不是，我一点都不知道是魏翔老师唱的，我老公放这首歌问我你猜这首歌谁唱的，我说我脑子里想到一个人但是他不是唱歌的[笑哭了][笑哭了]其实很明显！,0,2025-11-23 12:05:44,0.9982975421635212
今天听华晨宇了没,广西,一觉睡醒天塌了，没VIP听不了了,0,2025-11-23 11:58:04,0.05789952584919411
布里斯托尔雪地排球香瓜,吉林,今天一听竟然成vip了,0,2025-11-23 11:57:19,0.17844340936245084
7icicy5,四川,我以为放下了 可再次听到你名字 还是会心痛.,0,2025-11-23 11:55:48,0.6407510094022583
Cken菜菜,湖南,喝水,0,2025-11-23 11:13:06,0.22417061239571323
Cken菜菜,湖南,压力我,0,2025-11-23 11:12:56,0.823529411764706
Cken菜菜,湖南,哈哈哈,0,2025-11-23 11:12:39,0.8684210526315791
樊樊思思,广西,我看看我是几级,0,2025-11-23 10:49:43,0.4444444444444442
_竹澜,广东,都不简单哈,0,2025-11-23 09:47:55,0.46849373994383414
童77走花路呗,黑龙江,魏翔老师很好的音乐天赋在这里终于显露头角,0,2025-11-23 09:18:58,0.995640446421031
殇志X,重庆,可以,0,2025-11-23 09:09:47,0.5262327818078083
大溢y,内蒙古,一般,0,2025-11-23 08:55:07,0.5262327818078083
高贵的宽,甘肃,ez,0,2025-11-23 08:45:01,0.5
deep-sea想去上游的风,内蒙古,[加油呀],0,2025-11-23 08:37:45,0.9047619047619047
曌澧,河南,是吗我看看,0,2025-11-23 03:53:03,0.5262327818078083
方森1368,四川,爱你……[心动][心动][心动],0,2025-11-23 03:46:21,0.9918389233599765
995_pea,吉林,好听,0,2025-11-23 03:07:20,0.33333333333333337
大宝剑阿,黑龙江,起来喝水,0,2025-11-23 02:33:39,0.22417061239571323
Utopia小丑,重庆,很有感觉ost,0,2025-11-23 02:28:39,0.6696917755608133
大姐姐G_,重庆,喝水,0,2025-11-23 02:22:43,0.22417061239571323
曼彻斯特啊,新疆,确实高,0,2025-11-23 01:30:08,0.7661148595705732
川儿的男神,浙江,赞,0,2025-11-23 00:32:08,0.9178743961352657
乐乐哥哥啊,浙江,一般般,0,2025-11-22 23:41:57,0.5033557046979866
汉斯码,广西,[惊恐]对对对啊醉了醉了,0,2025-11-22 23:06:11,0.421874597530976
similar西米粥,广西,第一次听歌听出种画面感,0,2025-11-22 22:32:37,0.7270779726854795
欲殄,河北,勉勉强强,0,2025-11-22 22:01:47,0.6505064106253324
欲殄,河北,还好吧,0,2025-11-22 22:01:20,0.6986352350530262
一个平平无奇的美男子罢了,浙江,可以投Demo给你吗，《再没人懂你》,0,2025-11-22 21:59:38,0.5089181468289249
大雨落幽燕静山空明,福建,真没想到！,0,2025-11-22 21:24:34,0.4147771249460036
豌豆pppp,山东,我天天听天天听于是我两岁的儿子都会唱了[笑哭了],0,2025-11-22 21:01:26,0.9959678056912304
杨俊达,广东,怎么看会员等级,0,2025-11-22 20:59:28,0.3184761389212576
咔比酱,上海,竟然真的是这个魏翔！好听 [大笑],0,2025-11-22 20:37:37,0.2296718887376068
往忘王,西藏,你往前走了，我还停在原地，连遗憾都隔着跨不过的时间差。,0,2025-11-22 20:32:14,0.5805737452676564
