用户名,用户城市,评论内容,点赞数,评论时间,情感得分
单单为你浪漫心动,江西,借你无名指，作我灵魂的栖息地。 愿你爱我，更爱那个炽热而自由的自己。,310,2025-11-19 00:00:10,0.9989052237705877
火锅很好吃诺,河南,冬天来了 尤长靖带着幸福温暖甜甜的新歌也来啦！喜欢喜欢 太喜欢了！冬天就是要听这样温温柔柔暖暖的歌！！,259,2025-11-19 00:00:19,0.9999984805309885
芋饺炒鱼丸,上海,医生说我得了“无名指综合征”，一听尤长靖的歌就会不自觉翘起这根手指假装戴戒指💍，沉浸在婚礼幻想中。都怪你这首歌后遗症太强！🥺,239,2025-11-19 00:00:40,0.9826166675393275
成为快乐的大人0919,新加坡,如果有一天我真的把那枚戒指戴好， 我希望不是为了证明你属于我， 而是为了告诉你： “谢谢你，让我愿意成为更好的自己。”,226,2025-11-19 00:04:18,0.9976993965152149
Hanazhu0826,广东,无名指」的约定，是承诺， 更是守护你的开始。  爱从来不是相互捆绑，而是彼此照亮。 想护你安稳，更想看你活成最本真的模样， 那才是最动人的风景。  请答应我 爱我同时 要活出你最真的样子 @尤长靖,165,2025-11-19 00:02:43,0.9999995137822925
天使唯一宠儿,马来西亚,每次看到你微笑，我就知道，我是这世上最幸福的人，因为我看到你的《无名指》上有我们之间的爱的信物，我愿意.... @尤长靖,139,2025-11-19 00:00:37,0.9998060444580095
火锅很好吃诺,河南,爱我的同时 活出你最真的样子 我就是最真的我 因为我知道 我是我 我是最好的我 我们才会是最好的我们 最好的尤&柚❤️🔒,131,2025-11-19 00:01:51,0.999714186142179
每天都想有长进,天津,当世界没有意义，我会带上有你声音的耳机@尤长靖,118,2025-11-19 00:00:42,0.9963053995724475
-每天都要有长靖-,广东,无名指因为爱情可以赋予它浪漫蕴意，当我爱上你的那一刻，它将是专属于你的独一无二，在爱你的同时 我也会好好爱自己，期待二巡快点见面，让我们对你的想念像爱如潮水般涌出。,58,2025-11-19 00:00:17,0.9999996108049067
糖两茶匙丶,广东,这首也是小寒老师的词诶 真的好会写啊啊啊 请多多合作吧！[100分],52,2025-11-19 00:04:53,0.7691393146714625
成为快乐的大人0919,新加坡,戒指戴在无名指上， 不是为了束缚谁的自由， 而是为了在未来的日子里记得—— 你值得被温柔珍惜，也值得活成最真实的自己,47,2025-11-19 00:03:06,0.9999999888598031
单单为你浪漫心动,江西,「全体西柚，听我口令：伸出无名指，对准播放键——3、2、1，播放我们的婚礼进行曲！」,46,2025-11-19 00:12:25,0.12936955475406997
小王呆呆脑wt,贵州,原来无名指的名字是爱赋予的，尤长靖把这份浪漫与遗憾唱进歌里，气音与实音的无缝切换，每一句都戳中柔软的心底～,37,2025-11-19 00:04:36,0.9999814935879807
用心倾听我,贵州,尤尤我来啦，喜欢你的第六年，一直在！,30,2025-11-19 00:00:39,0.9886004639359751
靖日尤慧暴莓吖,广东,请答应我 爱我同时 要活出你最真的样子,29,2025-11-19 00:14:07,0.2510414693456944
楠苼880416,广西,封面点进来的[笑了],1,2025-11-23 16:33:58,0.6573875300540837
BrynWeek,吉林,日推到，还挺好听的,1,2025-11-23 16:16:00,0.29383257136469143
我麻麻的网易云账号有会员,江苏,多多合作小寒老师[流感],1,2025-11-23 12:23:03,0.7647288660276103
我麻麻的网易云账号有会员,江苏,女性作词家[流感],1,2025-11-23 12:22:37,0.8412316582488844
sambal炒饭kopi冰,马来西亚,你是人间星河，是我的满目柔情,1,2025-11-23 11:50:48,0.6024304661431522
sambal炒饭kopi冰,马来西亚,不是一点点喜欢你，是很喜欢很喜欢你,1,2025-11-23 11:50:42,0.9573626225554605
河边冰雪白杏仁饼,马来西亚,越听越上头,0,2025-11-23 16:41:16,0.7766665088756781
小部分919,马来西亚,永远年轻，永远热泪盈眶，永远在路上 ——凯鲁亚克,0,2025-11-23 16:41:14,0.9981507227025557
小部分919,马来西亚,但愿日子清净，抬头遇见满眼温柔,0,2025-11-23 16:41:08,0.9096725034421304
小部分919,马来西亚,光是遇见，就已经很美好了🌻,0,2025-11-23 16:41:03,0.9185014191191326
小部分919,马来西亚,今天的不开心就到此为止，明天依然光芒万丈啊,0,2025-11-23 16:40:57,0.7715649691423915
河边冰雪白杏仁饼,马来西亚,循环中,0,2025-11-23 16:40:55,0.20063814436019134
小部分919,马来西亚,虽然我们平凡又渺小，但仍然可以耀眼如星辰——青林之初,0,2025-11-23 16:40:51,0.9978037772612318
小部分919,马来西亚,细腻的美好，存在生活各处,0,2025-11-23 16:40:46,0.9827057739792548
河边冰雪白杏仁饼,马来西亚,[亲吻],0,2025-11-23 16:40:40,0.5
小部分919,马来西亚,活在这珍贵的人间，太阳强烈，水波温柔 ——海子,0,2025-11-23 16:40:39,0.9972852832983963
河边冰雪白杏仁饼,马来西亚,喜欢,0,2025-11-23 16:40:37,0.6994590939824207
小部分919,马来西亚,溫柔是宝藏，你也是❤️,0,2025-11-23 16:40:33,0.9802455633475864
河边冰雪白杏仁饼,马来西亚,好听,0,2025-11-23 16:40:24,0.33333333333333337
小部分919,马来西亚,要站在自己所喜欢的世界里，闪闪发光✨✨✨,0,2025-11-23 16:40:06,0.9870908678036144
