用户名,用户城市,评论内容,点赞数,评论时间,情感得分
VDVD8,四川,我记得我们以前所有人都在。,878,2025-11-22 00:04:22,0.8127100446226101
3Ctif,上海,李文的发挥比想象中的要好很多 本来以为会拉的…,503,2025-11-22 00:11:38,0.9635859307153407
innerkv,陕西,感觉vd真的把音乐当成自己的孩子 已经超脱艺术的感觉了 很用心的在对待歌词 对待听众,275,2025-11-22 00:10:32,0.9999497811331794
Pupilr_zz,湖南,vd和李文平常跟风资一样做起歌来比谁都精😋,165,2025-11-22 00:28:51,0.7461070784143489
达拉然首席奥秘法,河北,听李文跟vd的《色字头上一把刀》，那首很吊,144,2025-11-22 00:13:14,0.5307345110662248
FRANKLIN克林,黑龙江,去听李文专辑囍 如果不是生活所迫谁又心甘情愿当一个小丑呢,88,2025-11-22 00:14:59,0.9498543028634341
这就是zj吗,四川,如果有人说asen是下个马思唯，vd就是下一个王以太,63,2025-11-22 00:46:53,0.7677678386070868
Dayou啦啦啦,加拿大,我看采样是：I Love You Too - Ziggy Marley 用得太好了 果然用好升调采样是每个制作人的必修课 用不好就是蚊子公式歌曲,46,2025-11-22 05:58:41,0.3200707236983895
Lelouch_ye3,广东,这种做专辑最狠了,42,2025-11-22 10:36:53,0.31775015266618467
给风染上一点色彩,山东,其实四个人风格都不一样,34,2025-11-22 17:18:18,0.5933278386541465
Evanaintwatin,广西,李文这回完全不抽象了，非常搭啊,34,2025-11-22 00:11:47,0.513736049963288
herrrrt,河南,李文生涯最正常最贴合主题的一段verse,31,2025-11-22 00:14:16,0.7525974946335378
S_Yllable,广东,点进来先听这首我做的对吗,26,2025-11-22 00:05:20,0.4564421796539275
果汁_iUCUC7消,云南,tyler,22,2025-11-22 06:40:30,0.5
Gary采臣哥,湖南,真有点牛逼吧 ， 此刻周六在外面遛狗，听到这首歌 阳光和幸福包裹着我[蛋仔酷],20,2025-11-22 12:35:34,0.9998568273441071
薄荷水999,河南,这个旋律我从八月份想到现在[流泪]终于听到了,3,2025-11-23 08:48:39,0.9123658473828061
_饰演男主,黑龙江,感觉李文还是有点把这首歌评分拉低了,1,2025-11-23 11:01:15,0.6200670063745272
流域还在吗,安徽,VD你真的好爱他，你甚至专门找李文搞了一首放专辑里都不找成都熊熊,1,2025-11-23 10:26:25,0.1344449640039458
蟑螂才尽tang,山东,确实 生态位有点像 风格的话 乍听有点像 但其实根本不一样,1,2025-11-23 09:32:56,0.5826036945104887
ThesmallKunman,云南,很多艺术家其实都是疯子,1,2025-11-23 06:37:58,0.9807288916453144
我也挺可爱的,重庆,适合圣诞！,1,2025-11-23 04:43:53,0.8540279809688055
WaasiFd,四川,咋个越活越转切了喃,1,2025-11-23 03:49:51,0.5517277968768438
西柚許光漢,四川,最爱的一首,1,2025-11-23 02:34:40,0.9602637524401163
Sento-Z,广东,对的,1,2025-11-23 01:21:08,0.5262327818078083
江北真冷,黑龙江,贵大的 211,0,2025-11-23 10:58:49,0.3020760838392015
緋跡冬,浙江,这个不难听,0,2025-11-23 10:44:47,0.3595793392243035
永远积积向上,广东,绵阳雀食可以的。大学时期我的两个好室友也是三台出来的，学习能力雀食有点子强。,0,2025-11-23 10:41:02,0.9993157391004197
AnToNiuS_,中国香港,好好聽,0,2025-11-23 10:20:37,0.7464499757749433
贝德隆,上海,这首最好,0,2025-11-23 10:17:10,0.7845422771008145
倔驴三代,辽宁,这个歌不火？,0,2025-11-23 10:16:00,0.39371177718698336
于圭圭,湖南,李文一开口我以为ty,0,2025-11-23 10:08:21,0.4334158142131246
今天想陪我听歌吗,福建,这就是我的211逃跑路线吗😎,0,2025-11-23 09:11:45,0.11483236815271447
balabalabalabaladd,内蒙古,太好听,0,2025-11-23 07:49:47,0.1908884232601349
拉丝豆子,山东,听完感觉好幸福。。,0,2025-11-23 07:44:12,0.9748181781749135
yyyyabcdefg,广东,这是我这张专最喜欢的一首歌[流泪],0,2025-11-23 02:12:11,0.957064251261487
ooohiEXO,广东,这个小李文这次真不错,0,2025-11-23 01:52:03,0.8911470512653474
仁景vvvvv,湖北,[红心],0,2025-11-23 01:12:24,0.5
黎奕依不饿,河南,我还以为会和《和悲伤结了帐》一样。。。,0,2025-11-23 01:10:24,0.7768027897163862
凫皿,湖南,李文，谁让你唱这么好的,0,2025-11-23 01:02:31,0.9186003803135391
世俗頑家,波兰,这歌太好了，mv也好,0,2025-11-23 00:46:50,0.6555513129498451
