用户名,用户城市,评论内容,点赞数,评论时间,情感得分
MINJI_NJzz,河南,pov:下个月的抖音,1023,2025-10-25 09:47:49,0.0478448486012607
叫我蚊子拍,广东,注意‼️此歌即将被国际生占领‼️,982,2025-10-29 23:06:45,0.9818012486818178
FZZ不zz,浙江,音乐一出来我就笑了，脑海浮现出短视频里的人的舞姿,481,2025-11-06 13:01:27,0.9991766561273132
_南山归s,日本,又发现一首小众音乐，抖音的人不会跑到这里来吧,167,2025-10-30 15:10:24,0.5512661433302111
Ganggg-,广东,不用下个月 已经开始了.,152,2025-10-25 10:23:46,0.4269438769076491
MaiZe4,江苏,前几天收藏的另一首咋没了又来搜一遍[西西疑问],123,2025-10-29 18:42:16,0.6930352932745018
扫届,广西,我中专同学都在这个评论区,122,2025-11-08 23:04:22,0.8749131197508192
2_Lonely_Night,山东,感觉你像那种爱听小众歌发小众朋友圈没人点赞就认为自己不被理解的那种人[笑了],94,2025-10-25 09:28:07,0.9894227602038503
Karell-,沙特阿拉伯,一听这个就想到女王殿下养的狗,80,2025-11-09 14:05:47,0.9166088912168061
0uma5hu,河北,14岁每天听这些 ，不被同学， 家人， 朋友理解 这些歌太小众了吗？ 有和我一样品味的网友吗？,79,2025-10-25 08:38:44,0.9247614504788979
lovewi2thoutsurp_,广东,顺直爱听,64,2025-10-24 13:02:12,0.8402322173056638
我心结成冰,云南,我的屁股很痒然后就挠了,61,2025-11-05 18:44:27,0.061427058810516244
意识流碇真嗣,江苏,啊啊啊啊啊姐妹你也是跳楼机这种小众音乐重度依赖吗[心动][心动][心动],50,2025-10-30 22:35:24,0.999719015350347
OPMBABI,天津,复古glo引爆全球街头🧘🏿,43,2025-10-24 12:43:35,0.8958360278364256
芒果星球长,韩国,比路边ian好听多了,37,2025-10-24 16:54:49,0.11591791907601434
好好在愛-_-,陕西,除了beat拉完了,3,2025-11-22 13:05:58,0.623748536574592
rjZ老师别熬夜了,山西,听完感觉自己是国际生[耍酷],2,2025-11-21 07:56:11,0.8000623562750278
熬夜税,福建,谢谢字幕,1,2025-11-22 12:22:31,0.3996327393543271
2Zhizhi,浙江,嘟嘟嘟嘟嘟嘟嘟 嘟嘟嘟嘟嘟嘟嘟,1,2025-11-22 11:19:53,0.9999220449391731
承代,广西,一玩原神就死机,1,2025-11-21 22:57:57,0.385948174223553
ArenaGarrix,陕西,在这里都能看到我老公,1,2025-11-21 15:03:39,0.7001916740068449
Charmin_Z,澳大利亚,来了来了,1,2025-11-21 13:26:51,0.8333333333333333
painwontkilljohnny,上海,早已占领,0,2025-11-22 13:23:14,0.8630530555797129
岄夕,辽宁,？,0,2025-11-22 12:48:44,0.5262327818078083
chivvv,辽宁,被子……我，我才没有去呢哦齁齁齁齁齁❤哦哦哦～～～～～噫❤哦哦哦齁齁～咿咿哦哦哦齁齁齁❤❤❤❤❤❤❤❤❤❤❤哦齁齁齁齁齁❤哦哦哦～～～～～噫❤哦哦哦齁齁～咿咿哦哦哦齁齁齁❤❤❤❤❤❤❤❤❤❤❤哦齁齁齁齁齁❤哦哦哦～～～～～噫❤哦哦哦齁齁～咿咿哦哦哦齁齁齁❤❤❤❤❤❤❤❤❤❤❤哦齁齁齁齁齁❤哦哦哦～～～～～噫❤哦哦哦齁齁,0,2025-11-22 11:09:13,0.0004990651334023655
yzzKitty,四川,笑死,0,2025-11-22 09:15:24,0.4913691286285672
Fox3lie15X,广东,不是？,0,2025-11-21 23:45:10,0.3693910911319984
111zzzcc,广东,日推到这首,0,2025-11-21 23:02:44,0.21638183608968486
7zexz,山西,会火的[外星],0,2025-11-21 22:57:29,0.3033724108150392
放开我的刀,湖北,我了雷霆[惊恐][惊恐][惊恐],0,2025-11-21 21:25:42,0.37165162461671686
DiLiLi888,云南,拉完了,0,2025-11-21 20:38:08,0.6480587644531347
六乔丹,贵州,好听,0,2025-11-21 17:55:11,0.33333333333333337
XOiiKLVAMP,广东,？😂,0,2025-11-21 17:33:20,0.5
克劳德的小狗狗,重庆,tang,0,2025-11-21 15:45:06,0.5
Youoee-09,福建,耳机党吓一跳[流泪],0,2025-11-21 15:07:37,0.40716265540435226
没有必要1000,江苏,免签b g m,0,2025-11-21 14:24:17,0.4214250809575558
CCfwind,北京,美式男孩BGM,0,2025-11-21 11:45:23,0.7874747701973629
冠麟1466,广东,beat 是？,0,2025-11-21 04:15:19,0.5
冠麟1466,广东,别吧，玷污了,0,2025-11-21 04:12:49,0.2857142857142859
seVe1n3,贵州,1,0,2025-11-21 01:02:44,0.32689832689832665
