用户名,用户城市,评论内容,点赞数,评论时间,情感得分
vinnerfux,广东,更爱房间里清唱的那版嘿嘿[超好听]总感觉这版人声小了点伴奏大声了点，但也很有氛围感，爱了爱了,75,2025-11-21 23:53:42,0.999023020752257
哎呀是如如,浙江,喜欢两人清唱版本[流泪][流泪][流泪],29,2025-11-22 10:20:58,0.9909832138025576
a桦忆,山东,从清唱那版来的寻来的 好听😻,10,2025-11-22 01:36:40,0.39649036561139095
fcandmjmilk,广东,感觉是正式唱这版伴奏编曲太俏皮了，还是清唱版有感觉,5,2025-11-22 23:19:49,0.7782235793386202
君珺儿,江苏,我想要墨菲定律的版本可惜没有,3,2025-11-23 08:28:34,0.7697345171027425
小非雨佳,广西,张唱得有点复古（陈旧），假如陈绮贞唱应该能把这首歌的纯爱、俏皮感唱出来,3,2025-11-22 22:58:21,0.9998805018243113
snakeseb,福建,当胸腔内的情绪长成潮汐，瞳孔是最先失守的岸堤,2,2025-11-23 03:27:58,0.8873000808212992
fcandmjmilk,广东,感觉这版编曲太俏皮了，如果是慢歌的版本就好了，哈哈哈[吐舌],2,2025-11-22 23:21:29,0.7762324869725522
Haaaaa_Guai,广东,感觉视频清唱版更好听,1,2025-11-23 03:34:05,0.879803235522
只想做你怀里的猫_,湖北,开头有种喜欢你的感觉,1,2025-11-22 22:41:13,0.8003460293780391
周大雯1993,上海,唱商也高,0,2025-11-23 08:24:37,0.6342546484425678
周大雯1993,上海,歌曲真的好听,0,2025-11-23 08:24:24,0.696022048979503
周大雯1993,上海,好听,0,2025-11-23 08:24:16,0.33333333333333337
云水相望938,江苏,太好听了，许久未见的风格,0,2025-11-23 07:58:04,0.37921844001669924
盈月满怀,江苏,开头加的萨克斯超级棒啊！,0,2025-11-23 04:30:57,0.8947297590171893
Y-1-i,陕西,好好听,0,2025-11-23 00:18:38,0.46175896454978704
lynncheng123,福建,喜欢靓颖这个独唱版本 非常俏皮粉红超甜的,0,2025-11-23 00:02:23,0.8043798015916087
叁人伍土,山西,1[很棒],0,2025-11-22 23:55:04,0.8521129680229954
魔法皮疯,四川,萨克斯舒服,0,2025-11-22 23:52:17,0.6720733833165466
runner1812,浙江,！,0,2025-11-22 23:51:58,0.5262327818078083
Jia__aaaaa,河南,这号儿吹我心里了,0,2025-11-22 23:49:49,0.5897662043207251
啧啥啧,福建,好好听,0,2025-11-22 23:45:56,0.46175896454978704
-Meet_Dawn,上海,188 好听！！！！！,0,2025-11-22 23:41:50,0.007019043716177564
瑞d破碎粘合剂,吉林,纯爱,0,2025-11-22 23:12:39,0.868643953212826
用户3854642666,江西,好美好纯粹的歌词，但是前段有点像小时候看的动画片花仙子主题曲的感觉。,0,2025-11-22 22:56:23,0.9960041510559698
我自是无名渔父啊,浙江,优雅优雅,0,2025-11-22 22:53:18,0.9979046996376455
大葱青年,江西,把老夫久违的纯爱感觉勾出来了。开头好港风哦,0,2025-11-22 22:53:13,0.9953433497957391
我家后山有神仙,新疆,我在雷达里随机，突然听见张珍女士的声音，切出来一看果然是她。没听过这首歌，还怪好听的。,0,2025-11-22 22:42:58,0.041804574835574315
