用户名,用户城市,评论内容,点赞数,评论时间,情感得分
galaxy751,,这首歌充分反应了我在做数学作业的时候的感受。。相处这么久了还是猜不透。。,37711,2015-01-06 23:21:13,0.9998400347401651
来一杯民谣嘛,山东,“短暂的相遇，永远在惩罚真诚的人”,12746,2023-03-05 10:38:48,0.988749676803058
Charl_ne,,一个想太多，另一个偏偏又不爱解释,11377,2015-09-07 16:32:08,0.058125288244756046
月下闻箫,,明明是男人猜不透女人嘛，怎么是女人唱的，[汗],8198,2014-11-20 03:59:53,0.6346380229161273
秋叶_PSrQ,山东,七月听猜不透的人会一直幸福,7619,2025-07-01 15:56:33,0.9935301700348805
生活处处为难我a,黑龙江,妈妈拍抖音总是用很重的特效，大家总是觉得老土，可是妈妈也不懂，她只觉得遮住皱纹了，自己好像又年轻了。,7384,2024-03-25 09:58:24,0.8641547878441345
爸爸kzks,广东,她笨笨的 不喜欢她能不能不要骗她,6196,2023-08-04 13:20:19,0.013091607283115425
沉溺于冬日,广西,伤感半天发现没谈过恋爱,6164,2025-07-31 19:24:37,0.9815100472989676
想当你的伍岚正,吉林,地球online提醒您：请勿在NPC身上浪费太多时间，避免影响玩家自身情绪，祝各位玩家顺利完成自己的主线，游戏愉快。,4610,2023-07-27 12:29:45,0.9048409875980228
再瘦一点半,吉林,没有回不了的消息 只有不想回的消息,4068,2023-12-04 22:16:30,0.013637012693206718
猫爪三明治z,吉林,八月听猜不透的人会一直幸福,3887,2025-08-02 04:41:56,0.9746134206940389
玛啧罚科,,备胎们你们够了！,3725,2015-01-07 10:36:18,0.6831467558721657
打包白利,湖北,是谁25年了还猜不透,3587,2025-01-03 19:56:20,0.47001864785071346
爱赆,广东,是谁24年了还在听猜不透,2819,2024-01-07 01:33:25,0.5330985943614249
深海小鱼摆,四川,我逢人就说我不结婚 实际上是我们不能结婚,2782,2023-02-04 10:43:14,0.710409581136296
不治宅,云南,你总是这样 遇到难回答的问题 就不说话了,1,2025-11-23 14:14:11,0.09849305620951465
坏信片,湖南,幸福好不好,1,2025-11-23 14:13:52,0.9444197054252284
我愿停滞不前,湖南,大家一定要幸福 我再也不需要了,1,2025-11-23 13:49:03,0.7850288692548458
雨绵绵不醒,重庆,人和人建立关系需要无数个日夜 而归零只需要一瞬间,1,2025-11-23 13:45:22,0.9594267294022331
泪流谎,福建,没有见面的日子 还是希望你无忧,1,2025-11-23 13:04:25,0.9243815582947735
去岁海棠落l,安徽,抱抱T^T,0,2025-11-23 14:59:15,0.7297953905324696
月亮也晚安呀,浙江,狮子和水瓶的真实写照,0,2025-11-23 14:14:09,0.6074960292123214
心偏爱xyy,江苏,今年的烟花你说要和我一起看，你忘了吗[难过],0,2025-11-23 14:04:37,0.9388830911639494
心偏爱xyy,江苏,最近过的好嘛，我好想你,0,2025-11-23 14:03:59,0.6317853705682674
痛到放下为止,广东,好,0,2025-11-23 14:03:40,0.6558628208940429
龙虎妈2105,广东,这世上有五种辣：微辣，中辣，特辣，太裤辣，还有“中国人民站起来啦！”,0,2025-11-23 13:57:59,0.9986189336589776
Syrenna,江苏,好,0,2025-11-23 13:54:26,0.6558628208940429
fkvhhu,江西,天,0,2025-11-23 13:52:36,0.38121739130434773
日落海p,北京,又进厂了  能攒够钱过年吗[唉],0,2025-11-23 13:52:08,0.30175480283767586
或许幸福很简单kiku,广西,万事顺遂,0,2025-11-23 13:48:02,0.849099269523228
不吃cakk,浙江,没招,0,2025-11-23 13:47:53,0.05805792355710149
-雨怯-,湖南,我的好，对谁都差不了多少,0,2025-11-23 13:45:55,0.654848623278414
-雨怯-,湖南,新鲜感褪去你和他们一样选择离开.,0,2025-11-23 13:45:13,0.7537659050355695
骗祎,湖南,牛[蛋仔大笑],0,2025-11-23 13:38:48,0.8460771081821613
星星偷走睡意_USxH,海南,加油加油，可能因为太晚了,0,2025-11-23 13:38:22,0.9550233709156773
星星偷走睡意_USxH,海南,加油,0,2025-11-23 13:37:30,0.9047619047619047
-雨天yq,河北,好,0,2025-11-23 13:21:58,0.6558628208940429
3心痛,福建,😭😭😭,0,2025-11-23 13:13:48,0.5
夜钟筱,天津,到10赞就表白好不好。,0,2025-11-23 13:01:16,0.7557615729264004
黄昏_0tnR,云南,我猜不透你到底爱不爱我： 你会毫不吝啬对我说爱我 你也会将我设置成仅聊天,0,2025-11-23 12:48:49,0.5588855807187222
