用户名,用户城市,评论内容,点赞数,评论时间,情感得分
ScuAdam,,《修炼爱情》的故事起源于林俊杰16岁时，有位女友人向他告白，虽没成为情侣却变成好朋友，她还牵红线让JJ认识了当时的初恋情人。然而在1997年，这位女友人搭上了死亡航班，飞机在空中粉碎性解体，机组人员和乘客无一生还。得知那位女友人随身携带的行李中有一张自己的照片，让林俊杰难以接受--百度百科,422863,2015-03-27 08:54:01,0.9999930279489286
不能熬夜--1,,刮奖刮到一个谢字就足够了。爱情也一样，没有必要把‘谢谢惠顾’四个字刮得干干净净才肯放手。,202498,2015-12-26 14:32:26,0.9997417836483797
帐号已注销,,去年高考前几个月出的专辑，我最爱这首。并不是为感情问题悲伤，而是压抑的高中没有情绪宣泄的地方。高考完后，十月份JJ在上海时线演唱会上唱这首歌屏幕上放了一个动画，简单地描绘了一个人的仓促人生，默默人群中我眼泪不止地流，原来并不是上了大学就解脱。人只要活着，就要学会受累。,166540,2014-12-15 22:04:53,0.9999999999999991
手机电量百分百,,当我们喜欢上一个人的时候，她展现在你面前的样子是：自信、优雅、时髦、幽默、体贴、善解人意。当我们爱上了那个人，才发现她身体里那么多喜怒哀乐，她的悲伤、软弱、无理取闹、她的种种，让你觉得你怎么会爱上这样一个人。这个时候我们总会忘了一件最重要的事——你能看到这些，是因为她也爱着你。,78371,2015-08-25 21:14:15,0.9999999999996105
张容浩的世界,,这首歌超级难唱！！,65879,2014-12-17 21:59:27,0.8373650443096318
安工大电车男,,如果你现在需要我去找你，我才不在乎已经没了末班公交。,65059,2015-01-20 16:49:18,0.18586106859326512
nbycoyan,,几年前的幻想 几年后的原谅，为一张脸去养一身伤。,44476,2014-11-09 21:18:06,0.978736873714976
玖月拾日未央,,林俊杰，兼具明星特质和演唱实力，诠释的细腻度和音乐掌控功力精湛，在音色展现上无可挑剔，唱功不容置疑。,41397,2014-11-26 08:44:32,0.9999999999595544
古德奈特先生,,好像我们都会遇见那么一个女孩，包容你的一切，告诉你们是爱，然而你们却分开了。接着你又遇见另一个人，她对你撒娇、任性，你在前任那学到的温柔、包容都用在她身上....这时你又开始怀念那个教会你爱的女孩,36270,2015-10-28 21:38:22,0.999998061015865
Meta-Enigma-Y,,每次以为自己就要听腻这首歌的时候就会在大半夜戴耳机认真听一遍然后发现这首歌怎么这么特么的好听呢然后继续循环。。。。[大哭],27764,2014-12-10 21:50:26,0.855510336257447
风月场没有杜十娘,,那些渐行渐远的不是感情，而是价值观。,26524,2018-02-13 23:24:13,0.9893077486575746
想和你看山湖和星辰漫天,,当一个女生在你面前放下她的高冷与不屑，像个听话的小孩子耐心的听着你讲述她所不知道的事，她睁大眼睛看着你，不忍错过关于你的一丝一毫，我想她应该很爱你,24014,2018-02-17 08:55:43,0.9958129901621012
橙光的海角,,JJ这首歌直击心脏，好想哭[流泪],17260,2015-01-13 13:12:31,0.9995778269274496
Minzy,,第一个喜欢了十几年的明星[亲亲],16527,2014-12-04 09:13:17,0.859432322425438
我真的真的很快乐啊,,"希望柯南里的那句话是真的吧： ""我并不讨厌等待呀，因为等的时间越长久，相见的时候就会越幸福~""",16509,2019-04-01 19:21:19,0.998276596413435
痛恋小菡,安徽,我要手术啦祝我平安٩( ˃̶͈̀௰˂̶͈́ ),3,2025-11-22 13:15:21,0.23739917645702735
Nivis77,广西,我以为我们可以幸福一辈子的 直到我发现你心里的那一个女孩,3,2025-11-22 10:16:47,0.9733037174791678
中两千万啊,广西,希望有一天你会看到我的评论 我放不下我们的感情 也放不下你快6年的感情啊我要怎么才能放得下你我的宝,3,2025-11-22 02:23:23,0.27821614344655365
想你啦v,贵州,如果当时能忍住当朋友就好了.,2,2025-11-22 01:38:46,0.7076327204858704
心事luva,内蒙古,我其实并没有那么重要，对吧？,2,2025-11-21 23:16:29,0.5262327818078083
糕冷小轩QVQ_,湖北,好,2,2025-11-21 01:15:23,0.6558628208940429
i秋刀渔,福建,好,1,2025-11-23 01:51:09,0.6558628208940429
川的冬天,美国,人需要有一点到此为止的勇气,1,2025-11-23 01:30:53,0.7539991739302154
雨是泪的回响,山东,好,1,2025-11-22 23:41:55,0.6558628208940429
黄卓没dik,浙江,说得好[可爱][可爱][可爱],1,2025-11-22 21:14:50,0.9801128757177827
结雨流沙,河北,不简单的努力也没有结果,1,2025-11-22 20:38:06,0.5551813543088341
爱鸣_L,云南,好,1,2025-11-22 20:15:36,0.6558628208940429
辛云_qlJl,山东,涵涵[抱抱你],1,2025-11-22 19:51:55,0.9067727256589115
明天是星期几来着,山东,人有两次真心 第一次是情窦初开 第二次是明知不可为而为之,1,2025-11-22 18:33:38,0.7234805598747976
梣遡,广东,好,1,2025-11-22 18:09:10,0.6558628208940429
修勾最帅,云南,好,1,2025-11-22 17:24:12,0.6558628208940429
缘分似水柔情,安徽,宝贝永远陪在我身边好不好,1,2025-11-22 17:21:16,0.9856166870082285
冬真理,河南,好,1,2025-11-22 16:49:24,0.6558628208940429
雾霭轻吟魁枝海,广东,好,1,2025-11-22 16:02:23,0.6558628208940429
家有含含猪,福建,人不能天真一辈子,1,2025-11-22 12:14:01,0.7643960080447157
家有含含猪,福建,麦麦好好休息 好好上班,1,2025-11-22 12:12:36,0.3368481930817111
爱林俊杰好不好,河北,好,1,2025-11-22 11:59:57,0.6558628208940429
厌烦茹的性格,陕西,好,1,2025-11-22 10:48:47,0.6558628208940429
温小玖v_v,重庆,好,1,2025-11-22 09:45:42,0.6558628208940429
天真纯萌菲菲,广西,好喜欢听林俊杰的音乐,1,2025-11-22 01:58:31,0.8510003967122287
想你啦v,贵州,我的眼泪你从未见过的那片海.,1,2025-11-22 01:38:39,0.8275669729530666
想你啦v,贵州,对视的那一瞬间世界只属于我们俩.,1,2025-11-22 01:38:18,0.9865307483336936
出演公主,河南,想要每一个ip的晚安,1,2025-11-21 22:06:40,0.6211061161729527
比酱油白y,宁夏,好,1,2025-11-21 21:02:59,0.6558628208940429
Luiett,福建,Hi 想要徽章 看到的宝宝随手帮我点一下呗😘😘😘,1,2025-11-21 20:05:06,0.7984484116855931
世俗的话比你好,广西,好,1,2025-11-21 18:54:51,0.6558628208940429
怎么形容聆,四川,没人比我更晚了[爆笑][爆笑],1,2025-11-21 18:19:26,0.9697225762955048
讥殺,河南,如果我说我已经完全依赖你了你还会离开吗.  你不在身边的时候我真的很想你.  你总是怀念以前.  承诺只在爱的时候算数.  我们未曾珍惜的瞬间只能在遗憾中回味.  那时候你总说一定要和我有以后.  与其说我像她还不如说你想她.,0,2025-11-23 08:08:23,0.9999980401702555
讥殺,河南,文字冰冷无趣我想听听你的声音.  遇见你是我的幸运遇见我是你的不幸  我只知道我第一次这么执着一个人  不懂为什么痛只有眼泪在失控.  幸福是块玻璃总会有破碎的那一天.  那些誓言我用眼泪替你抹去你走吧.  你的喜欢好短暂我好累.,0,2025-11-23 08:07:57,0.9999978960803004
讥殺,河南,讨厌离别更讨厌离别的诋毁  除了你我没对谁这么主动过  世界不缺对我好的人但缺只对我好的人  既然幸福不属于我那我不要就是了  如果我不爱你我怎么会有那么多情绪  生锈的感情又逢下雨天越淋越痛  你离开的那一刻有想过你走了我怎么办吗.,0,2025-11-23 08:07:33,0.9885587431179553
讥殺,河南,翻篇吧看到你累我也难受.  你的态度告诉我我的眼泪可笑至极  想给你发条短信问问你最近过得好不好  最近又梦到你了但好像越来越模糊了  那如果说我需要你你能一直不走吗  如果注定要分开那么相遇的意义是什么  你的一时兴起让我无法走出黑暗,0,2025-11-23 08:06:42,0.8683431559449454
讥殺,河南,眼泪换不来偏爱痛苦换不来例外.  下辈子在遇见你我要记得低头绕路，  渴望被爱那就继续做梦吧.  明明没有VIP为什么我的痛苦超清晰.  冷冰冰的文字早已为分离铺了路，  等到真诚被耗尽这条路我看都不看一眼.  爱到最后只剩一堆破烂的聊天截图，,0,2025-11-23 08:06:07,0.9911671404143672
