用户名,用户城市,评论内容,点赞数,评论时间,情感得分
窝心小雨绵绵,浙江,“挥霍是我的天赋，不需要谁来救赎。”这句话好像她在和所有对她说“好好拉琴好好唱歌，不要演戏”的人说。这一段的歌词都好贴她啊啊啊啊,426,2025-11-20 00:11:58,0.9999704208585285
-JasonShen-,辽宁,原曲《Past Lives》,104,2025-11-20 11:50:21,0.4608655350321308
kyClover,湖南,歌词填的超好！好难得碰到这么火的英文歌填词也听得下去的，好绿人组的词。“挥霍是我的天赋”～,102,2025-11-20 01:33:55,0.9999827308444759
wEn_Heman27_z,广东,闭上眼聆听🎧✨就像今日森林🌳的深处，突然遇上一片清泉⛲️，一只小鹿🦌在池边饮水，在小鹿的眼睛里看到梦幻泡影🫧～一切都刚刚好，恰到好处的灵境。耳机里是一望无际的宁静，安稳，幸福，正如让烦躁的心情平静下来释放一切的压力，迎接新的光芒⭐️～无需多言一切都在音乐🎵当中✨🎵💫🌙,89,2025-11-20 00:12:15,0.9999999999619971
大吉大吉金大吉,福建,听了现场版，完全被圈粉了，太好听了娜娜[流泪][流泪][流泪],68,2025-11-20 00:20:25,0.9876347594224935
还是那个茉莉果酱,山东,😅好幽默…这首歌怎么你了至于被贬低成这样…？而且她唱功明显是进步的 空灵慵懒柔软本来就是她音色的特质 并不是所有人都喜欢铁肺厚嗓 希望你能学会接受“萝卜青菜各有所爱”这件事吧 她从未停止创作 而且事实是她对广泛涉猎的范畴都有自己的审美和见解 不知道怎么就浪费天分了…,60,2025-11-20 12:20:21,0.9999982148658334
Media23333,陕西,Past lives原版有宏大背景的空灵感 娜娜的这版暮色森林中文歌词填词勾勒出别样的风味 完全没有打折扣,57,2025-11-20 08:28:46,0.9999999965832702
麻花舟,河南,这么好的制作班底，却翻唱了这样一首歌，谁人不羡慕欧阳娜娜，全世界都在陪小公主做梦。而且欧娜的唱功还是没有长进，空浮的声音毫无情感可言，你引以为傲的做自己，做音乐，不过是单纯幼稚，浪费天分，逃避现实。,47,2025-11-20 00:37:05,0.9999999964969517
蜗蜗三两事,天津,娜娜的声线在这张专辑里更加沉稳和有故事感了，气声的运用很适合这种梦幻曲风，不刻意炫技，而是用情感驱动，听起来非常舒服和真诚。,46,2025-11-20 00:10:50,0.9999997761353764
yng_i,广西,好适合做早起铃声哦！听感好棒，有一种远方朝阳破开云雾，看到阳光洒落的感觉☀️比起最开始第一版的听觉感觉变积极了？好喜欢好喜欢🥹🥹🥹,31,2025-11-20 07:26:11,0.9999944671345268
