用户名,用户城市,评论内容,点赞数,评论时间,情感得分
颜人中绯闻女友_,山东,十一月听《一直很安静》的幸福一辈子,219,2025-11-21 21:53:49,0.9920512490132838
晕粉季,吉林,真想所有的歌从颜人中嘴里过一遍,107,2025-11-21 21:54:53,0.9706424502161074
D调-金先森,江苏,未来三个月每周都能听到一首，想想就开心。[心心],20,2025-11-22 01:41:18,0.9915163753916514
遇见7y1,天津,盐人中可不可以把所有歌都唱一遍,16,2025-11-21 22:13:08,0.9819725614251233
-YanganY-,河北,我发誓 再也不会因为一个人去一座陌生的城市,14,2025-11-22 01:35:33,0.07835798343645917
2huiiz,陕西,25年年末听到《一直很安静》以后要一直幸福,14,2025-11-21 21:55:38,0.9522440978909942
归来的凨,广东,故意好几个小时没碰手机 结果一条消息都没有 无人在意这词到底是谁发明的 我将恼羞成怒,12,2025-11-22 01:47:16,0.007228472830909216
夜知斗,河北,大家好 我是盗号的 这个号已经被我盗了 我发现这个号主好孤单 平常都没人找他聊天 我准备把号还给他 大家都跟号主聊聊天 他真的是一个很可爱的宝宝,10,2025-11-21 20:20:46,0.9845472320208066
7LYyyy7,广西,“仙剑的意难平一半在剧情一半在《一直很安静》前奏响起仿佛又看见锁妖塔下的成全那些年为林月如掉的泪都藏在这句‘给你的爱一直很安静’里”,1,2025-11-23 11:56:57,0.999554241433672
7LYyyy7,广西,好,1,2025-11-23 11:53:39,0.6558628208940429
但愿世事如常,河南,有落差感我会哭的 你还不如一开始就别对我好,1,2025-11-23 11:44:08,0.9875089944064765
海鸥_WZ,云南,一直听颜人中好不好[抱抱你],1,2025-11-23 10:19:15,0.9246756493431324
云村村民16281436948116,安徽,老颜要来昆明开演唱会了[心动],1,2025-11-23 09:22:39,0.5981758639895546
Augenstern_-7,江苏,十一月听《一直很安静》的幸福一辈子,1,2025-11-23 05:49:51,0.9920512490132838
不戴耳机出不了门的花蕾,广东,[难过]要做一辈子zzgg的粉丝！！！！,0,2025-11-23 12:18:50,0.8439919664955134
真诚对我好不好,广西,如果你在的话 我想辛辛会有无数个睛天,0,2025-11-23 12:10:41,0.28521413061113243
璐现星辰,广西,好听,0,2025-11-23 12:02:36,0.33333333333333337
南煎楼冷,福建,单曲循环，太好听了吧！,0,2025-11-23 11:42:31,0.0208052039999832
oukeikei,天津,太好听了,0,2025-11-23 11:39:34,0.1908884232601349
Nanleave-,福建,循环了一整晚，旋律细腻又戳心，他真的太会唱这种疗愈感了，听着就忍不住想落泪又觉得安心。,0,2025-11-23 11:32:33,0.998830573021058
小鱼好困好困u,江西,呜呜呜,0,2025-11-23 10:27:49,0.5262327818078083
云村的云的云的云,上海,💫,0,2025-11-23 10:27:45,0.5
小鱼好困好困u,江西,真的好好听,0,2025-11-23 10:27:35,0.5482726996238698
小鱼好困好困u,江西,好,0,2025-11-23 10:27:28,0.6558628208940429
今天伦敦没有雨_ivnse,广东,上声生不息了🥺🥺😭,0,2025-11-23 10:20:23,0.44767845850986676
自由诗_lu,山西,颜人中你的歌很好听，不要内耗哦宝宝[多多可怜][多多可怜],0,2025-11-23 10:15:27,0.7057798587677522
A航呀哈哈,北京,11月的歌吗[笑了],0,2025-11-23 09:31:40,0.5203521896373314
云村村民16281436948116,安徽,颜人中,0,2025-11-23 09:23:20,0.6931556278479052
吟嬿,浙江,给你的爱一直很安静,0,2025-11-23 09:09:17,0.9254516327982217
gun去睡午觉,安徽,武汉见,0,2025-11-23 08:29:33,0.09065047567487716
gun去睡午觉,安徽,哥哥好会唱,0,2025-11-23 08:28:43,0.9971507488564472
z-张璐瑶,安徽,好好听,0,2025-11-23 08:06:42,0.46175896454978704
别总对我淡淡的_,广西,好呀,0,2025-11-23 06:28:51,0.6558628208940429
