用户名,用户城市,评论内容,点赞数,评论时间,情感得分
得不到的温柔记得适可而止,,你后悔吗，关于我,369251,2018-08-11 14:14:47,0.19354838709677435
冲浪小月,,承认吧 我们都是在夜里奔溃过的俗人,349234,2018-08-15 23:37:41,0.21316813160106318
中二病控,,可以对我好点吗 我真的 不想喜欢别人....,210116,2018-09-13 12:02:15,0.12479251177402428
任易安,,但我们之间 连可能都没有 谈如何可以,163576,2018-08-17 01:43:16,0.584684103367103
留住温度和温柔,,我猜你在跟你现任一起打电玩的时候，你一定会记得，我为了陪你玩电玩，错过了2班火车；我猜你现任给你买零食的时候，你一定会记得，那天下着雨，我冒雨给你送好吃的挂在你家门口的狼狈；我猜你在跟你现任漫步的时候，你一定会记得，我教你认识的那颗夜空中最亮的北极星。这首可不可以，好想唱给你听。,134919,2018-05-02 11:35:33,0.9999229059591985
Kudokushi,,我也想有一个男孩子真的看得见我对他的好 陪他打游戏 陪他吃饭 陪他度过最艰难的时刻 不嫌弃他的任何 我保证 我会用心爱你 只要你也用心爱我 我也想做一个被保护的小宝贝,104381,2018-08-16 01:51:20,0.9999989586379798
张紫豪-,,很抱歉这首歌试听突然加了付费包。因为这首歌线上版权在别的公司，我也无能为力，感谢喜欢，同时，对不起❤️，我知道你们只想很纯粹的听歌。,104014,2019-02-18 23:17:45,0.06914871807127687
张杰家的钟点工,,我今天吃鸡 匹配到了一个男生 声音跟我前任很像 简直一模一样 我突然不敢说话了 安静的听他说话 直到他说了一句话 我的眼泪就止不住了 你猜猜 他说了什么 他说 你怎么跟我前女友一样菜[心碎],92387,2018-09-08 16:02:52,0.053464848806999754
eason大大大chan,,12年，西亚斯，我们同班，就在那个夏天我们在一起了。2018，我俩已结婚一年[吐舌]，回忆校园，美好单纯，希望未来，更好。和歌词一样，我可以接受你的所有，所有小脾气,82325,2018-04-28 15:05:57,0.9999943267987896
第七片海丨,,我已经对着一个有红色感叹号的人聊了286天了[心碎],79501,2018-08-22 14:11:25,0.9342836365545639
丨理想三旬灬,,明天就正式入伍了 西藏阿里 五千米海拔的边防营 守卫好祖国第一道边防线 成为一名真正的边防军人,54854,2018-09-10 23:02:33,0.5676054929370005
x难得,,我 差 一 点 以 为 这 辈 子 就 你 了 .,43745,2018-08-23 15:57:15,0.2476014126785312
帐号已注销,,后来我发现 原来真的会有两个人 互相喜欢 互相惦念 互相忘不掉 却没有在一起,41393,2018-09-11 23:49:54,0.7560573850660379
帐号已注销,,差不多也该走了，胃癌嘛，没啥大不了的，遗憾的可能就是没能把她娶回家吧，希望下辈子能够在我给得起你爱的时候再遇见你吧，傻瓜，不要老是生气，对你心脏不好。下辈子一定要等我啊。zyn,38223,2021-07-08 06:20:45,0.9056879866040857
別來你的無恙,,2014年，我俩大一同班， 2018年，我俩大四毕业， 她家郑州，我家青岛， 她不管家里的反对跑来青岛， 现在她躺在我身边安静的睡着了， 56平的套一租房， 和一句我爱你， 李春雅，等我娶你[爱心],33881,2018-08-14 14:47:35,0.9999999786137312
烟波谦厚炸鸡腿,广东,喂 手机对面的 要幸福啊🥹,3,2025-11-22 19:44:00,0.9284900043509885
绝恋Love雪_wYgM,四川,cyz 我不要再喜欢你了，五年的暗恋到此为止吧，我释怀了[难过][难过],3,2025-11-21 21:50:04,0.9776212886960889
刀关时总想你,河北,好奇怪的歌 怎么会有人永远接受你的小脾气,3,2025-11-21 12:03:34,0.7443292696498816
你的名字eniiiii,贵州,人与人之间不应该有太多共同回忆 它们会像胶水一样 黏连两个本该独立的个体 无法轻易分割 分开时需要撕扯皮肉 以至于伤口里流的都是眼泪,2,2025-11-23 14:52:29,0.30288391376350055
会偶尔想我吗--,山东,后来我发现 原来真的会有两个人 互相喜欢 互相惦念 互相忘不掉 却没有在一起,2,2025-11-23 13:29:51,0.7560573850660379
累痛都一笔勾销-,山东,晚安我要睡觉来逃避一切o>_<o,2,2025-11-23 11:05:42,0.6873105436245955
半糖奶龙,江西,真的假的,2,2025-11-23 09:27:49,0.5042906456488253
几轮红月,河北,就像我们一样连回忆都没有，就像陌生人那样无话可谈化解为雾,2,2025-11-23 09:26:45,0.8541827218132141
永恒-y_l,河南,我开始爱一个人了,2,2025-11-22 21:50:35,0.765209432772268
小青子Micaela,浙江,你知道吗，我还爱你,2,2025-11-22 20:24:37,0.7833827035538902
当我飞奔向你_ocrx,浙江,谢嘉昼 你什么时候才可以知道我是真的很喜欢你🥺,2,2025-11-22 18:44:15,0.7274379865094723
今天是个坏天气heartbroken,陕西,这么久了，这首歌也出MV了，不信你闭眼,2,2025-11-22 16:59:59,0.4514502794507288
哈顿中将黑因,山东,人们常常回忆是因为现在过得不如以前好[唉],2,2025-11-22 16:05:08,0.9675903923742892
琳兔丸,云南,爱上了你没什么道理,2,2025-11-22 15:32:27,0.6671365425229523
别让眼泪陪你入睡,广西,我们曾经是恋人 不是敌人 抛开情侣的身份 你是我这一生遇见的最不可多得的挚友 谢谢你的出现 再见了,2,2025-11-22 09:43:34,0.9997918310757837
小付T-T,北京,我如果当初如果不练体育，也许现在我们俩个还在一起，体育让我获得了很多，同时也让我失去很多，如果我们能在一起，我不要这一身力量又何妨,2,2025-11-22 08:42:01,0.9957729207315839
西海岸笑容满面梧桐,山东,2014年，我俩大一同班， 2018年，我俩大四毕业， 她家郑州，我家青岛， 她不管家里的反对跑来青岛， 现在她躺在我身边安静的睡着了， 56平的套一租房， 和一句我爱你， 李春雅，等我娶你[爱心],2,2025-11-22 01:52:16,0.9999999786137312
ototrw,吉林,唉 真的分手了,2,2025-11-22 01:51:37,0.7177754479817081
okay璨,山东,谢昌禹 我今年二十岁 再爱你两三年又何妨 但你不一样 你要成家立业了    明年我不要喜欢你了 祝好 至此再见。,2,2025-11-22 00:24:35,0.9867600013488262
缘的出现,广西,我可以接受你的所有 所有小脾气@知静春约,2,2025-11-21 22:53:30,0.6942573291570565
知静春约,广东,我可以接受你的所有 所有小脾气@缘的出现,2,2025-11-21 22:52:37,0.9380157206559558
每本作文书都存在的佚名,江苏,小曲一听，反捞白教[哭哭]，现在一听全是酒吧里喝酒的场面“我们就别再分离” 欣欣，她真的不一样 ———《情感反诈模拟器》,2,2025-11-21 18:52:41,0.9999360836171719
你也不用乐_,河南,怎不会,2,2025-11-21 06:03:17,0.39570274709471487
倘若我只有你,河北,好久不见 我想我已经接受了我们的现状 我还是会偶尔想起你 不过没像那段时间一样疯狂了我已经猜不到你在哪里 你在做什么 今天开不开心 我们很深刻的在对方生命里留下印象 现在却如云烟一般消散了 没有未来 也回不去了 我们之间不过尔尔,2,2025-11-21 00:23:30,0.9999712312097103
你的名字eniiiii,贵州,我没有原谅你啊 我只是不想跟你计较什么了就装什么都没发生 随便你,1,2025-11-23 14:52:21,0.04125726586597567
你的名字eniiiii,贵州,时间不是水  不会冲淡你对他的记忆,1,2025-11-23 14:52:04,0.3041803518436028
你的名字eniiiii,贵州,人与人之间是一场仓促的骤雨 很久以后还是划在玻璃上的雨痕,1,2025-11-23 14:51:58,0.6755976239507407
你的名字eniiiii,贵州,我们之间到底是不是可以吃醋的关系,1,2025-11-23 14:51:50,0.11225840083130612
你的名字eniiiii,贵州,你会不会半夜醒来发现亏欠我好多,1,2025-11-23 14:51:45,0.08318941610217456
你的名字eniiiii,贵州,相遇刚开始都是好的 但结果总不如意,1,2025-11-23 14:51:36,0.5477509675890796
想要更加了解你,广东,喜欢她却不敢和她表白   怕连朋友都做不成了,1,2025-11-23 13:14:23,0.2586922743872285
总奢求真诚,河南,你对我唱这首歌的时候，我以为这辈子都不会和你分离，如果有下辈子换你来爱我.,1,2025-11-23 12:50:36,0.9984985103290895
