用户名,用户城市,评论内容,点赞数,评论时间,情感得分
偷一个月亮2627,内蒙古,我感觉这个版本真的很好听,175,2025-11-16 13:09:39,0.6920849736109685
Nikiiiiii7,湖北,这个版本是真好听啊啊啊啊啊,54,2025-11-16 01:51:13,0.8373004706821904
忘与忧-,贵州,亲爱的 我们距离好远 远到我连见你一面都做不到,3,2025-11-21 16:41:11,0.9024703412146006
春尽寒oO,广东,聊天记录越往上翻你越爱我,3,2025-11-21 15:51:57,0.8164829621744276
T-MIZ,湖南,一滴泪的时间取决于一张脸的长度,2,2025-11-21 17:53:26,0.5282992416976177
池鱼迎秋,广西,我常常在想为什么要相遇呢，我想不通，想不明白，直到后来我选择了逃避。,2,2025-11-21 13:00:24,0.8443645795302741
惹事怪i,湖南,我真正想联系的 是过去的你,2,2025-11-21 11:46:09,0.5441789912779675
评誓,浙江,如果太依赖你的话 我一个人怎么生活呢,1,2025-11-22 12:40:02,0.878130023995381
小鱼快来到我身旁,新疆,借着歌哭一场,1,2025-11-22 01:38:16,0.9651341348685583
15_H,河北,压力很大，不想让爸爸妈妈很累，自己很努力但毕业也很难找到工作，考试报班要花好几万，考不上就相当于打水漂，不想让这钱浪费到我身上,1,2025-11-22 01:33:40,0.9996040471499674
第九十六年冬至,广西,去年一滴相思泪，至今还未到腮边,1,2025-11-22 00:45:16,0.6048702007899686
十二月芷樱,江苏,好听好听 突然发现的一首歌 喜欢💕,1,2025-11-21 23:26:36,0.5142060099463078
再装就鲨了你,河南,原来大家都有自己的苦难在承受,1,2025-11-21 21:33:16,0.9716278897276184
垃圾分子,安徽,下次词背对了再来吧,1,2025-11-21 12:08:51,0.5751870207743365
蓝犰狳,河北,眼泪是情绪化具象的表现，其实流下来的不是泪而是爱,1,2025-11-21 11:37:35,0.9930710932990232
Nov-_07,辽宁,或许我真的只适合一个人,0,2025-11-22 08:22:45,0.8466048585669514
CLzooy,广东,如果你这么想就说明你不爱这个人,0,2025-11-22 02:26:58,0.6681292072386882
-最最好-,辽宁,一天听了300多遍,0,2025-11-21 23:31:37,0.7710829047479405
豆豆的认泽折公主,江西,我想一个叫郑润泽的人,0,2025-11-21 20:49:46,0.9744815635206278
豆豆的认泽折公主,江西,我想一个叫林秋楠的人,0,2025-11-21 20:49:38,0.9856651636718174
豆豆的认泽折公主,江西,我想一个叫彭天瑞的人,0,2025-11-21 20:49:29,0.8411484794912295
-Baby雪--,广西,我试着把一切看淡 才发现好的坏的我都舍不得,0,2025-11-21 12:47:16,0.5452658051413634
携夏观沧海,山东,如果有这么个人的话，应该会很累,0,2025-11-21 04:36:27,0.7019366468037244
抱抱凌玲,福建,世界处处谎言 我只渴望好的睡眠,0,2025-11-21 04:07:08,0.9796366845434807
Elf_y,黑龙江,听完这首歌就忘记你,0,2025-11-21 01:47:25,0.9440392669822875
脑壳绽放的鲜花是陨落,安徽,像我唱给我那个经常因为爱情哭泣的闺蜜听的,0,2025-11-21 01:43:41,0.9997934036516595
清妍_risk,广西,那种快乐的梦都变丑了    ——致2025,0,2025-11-21 00:37:45,0.9954513923831996
