用户名,用户城市,评论内容,点赞数,评论时间,情感得分
江皓南Zac,北京,曾交换过一些青春 给明天积蓄了尘 像金曲 像老剧本,420,2025-11-01 11:04:31,0.9968348426420369
神经病不是我耶,安徽,哥，粉你让我倍儿有面[哭哭][哭哭][哭哭],191,2025-11-01 18:27:57,0.9988624237200434
_imyour_hr,广东,我想要徽章可以随手点一个吗[泪目][泪目],129,2025-11-11 20:11:20,0.8916986775054685
陈陈我渴了,广东,谁能莫名其妙的给我点一个赞？,69,2025-11-04 18:23:53,0.7691091499967022
扒去,天津,如果我停止了主动 你又能记得我多久呢,67,2025-11-01 22:11:05,0.7983871759603726
sc早点休息,浙江,真的打败褪黑素了啊啊啊啊 江皓南你写的怎么能这么好听,62,2025-11-01 11:45:24,0.9819002103334399
Hpsyche_,黑龙江,“非良人，却沉沦，我只是你的之一。”,46,2025-11-01 10:41:36,0.9269609441570417
芜苔_,安徽,“过去过不去，我好想好想你” “我明明很用心想要抓紧，我很需要你”,42,2025-11-01 15:35:49,0.9947190805566137
Interestaller,浙江,“如果觉得太累，就好好睡一觉，不用太责备自己，我知道你也很努力”,29,2025-11-02 15:02:00,0.6848426027357373
基德大人的狗_0621,上海,江皓南老师能不能录一首《青春呐》，我喜欢您在音乐缘计划里面唱的版本😆,21,2025-11-01 12:31:53,0.9999958194205683
有盐有钙,湖北,“她没有遗物  但他想  他自己本身就是她的一件遗物”,21,2025-11-11 02:01:11,0.549612065157304
_Xkexin,河北,从路过南京开始到黑夜到散到江皓南到花束到孤独音乐家到褪黑素等等再到之一而已 见证了你一步步的成长与进步 听过你的每一首歌 变得是越来越好 不变的是初心未改 很开心你的声音陪伴的七年 开始听你的第八年 希望在未来的路上你能越走越宽 也希望你无论在创作还是生活中都能开心快乐@江皓南Zac,21,2025-11-03 22:23:24,0.9999999999999858
7h-5,江西,这个江皓南又写这么牛逼的词曲,19,2025-11-01 11:20:01,0.8526609665372049
阮雾_,湖北,我比你先知道我们也许不合适，但是在我看来爱情不是权衡利弊之后的选择，而是我怦然心动后明知不可为而为之的坚定，这是我对这段感情最大的诚意，就算只陪你走一程我也很开心，很遗憾的是只有我一个人这么想,17,2025-11-01 13:36:39,0.999131497318315
Q陆子,河北,我知道你不是那个对的人， 无法永恒 却让我奋不顾身。,16,2025-11-03 22:18:25,0.9295715079728425
渴罚_,河北,我想要徽章 看见的宝宝们能随手点一个吗[亲吻],6,2025-11-19 23:20:25,0.745858085463839
陪你几分钟,湖南,这个转音简直就是你的水印,2,2025-11-19 10:06:25,0.01627736726873552
凭爱推翻天意,辽宁,太绝了[哭哭],1,2025-11-20 19:41:21,0.8222405242861094
洋洋爱吃炸元宵,山东,好听的,1,2025-11-20 00:45:49,0.33333333333333337
跟着豆子有糖吃,江苏,为执念而飞蛾扑火顷刻的爱，求相伴用血肉饲养永恒的恨。,1,2025-11-20 00:04:04,0.9802108051839484
去码头整一点chips,山东,心知肚明我不过是你鱼塘里众多🐟之一而已  却又清醒的沉沦  一切是我自讨苦吃,1,2025-11-19 04:32:43,0.9973617531038275
逸幻jealous,上海,我不想让你成为我的遗憾，高考之后，我们在一起吧@gjr,1,2025-11-18 23:43:05,0.8810154719738562
璨玖shine,陕西,哇塞！,0,2025-11-20 20:31:32,0.4324324324324327
北风吹吹i,浙江,一直往前走，那是12点钟的方向！,0,2025-11-20 18:44:00,0.3416120364106149
Lslandfish,河南,熟悉的转音～,0,2025-11-20 18:14:22,0.5980266183132014
云阳墨缘,江苏,有tc那味了,0,2025-11-20 17:52:35,0.4737672181921908
今万事一字空,江苏,？,0,2025-11-20 10:38:37,0.5262327818078083
萌鹿深予,广东,好好听,0,2025-11-19 23:23:12,0.46175896454978704
不要再偷偷看我了,北京,好听,0,2025-11-19 23:16:04,0.33333333333333337
fhjllotesdg,浙江,好听…,0,2025-11-19 23:05:18,0.2825787041683063
Love涵__M3Ae,江苏,从褪黑素，到仙，再到之一而已，越来越喜欢他的旋律了,0,2025-11-19 21:43:36,0.9386445325589348
Eleanora巢南枝,浙江,唱腔很有特点，随机到一下子就听出来啦,0,2025-11-19 20:19:01,0.6161851684474215
heeeeyeeee,福建,我天呢  日推来的  好好听,0,2025-11-19 19:04:09,0.18051506918932758
墨殇魔邪殇,四川,我感觉中间那段古风间奏特别像林俊杰的茉莉雨(此处没有说抄袭的意思)。就是感觉很像，就是当时说话的那个情绪，真的感觉，啊……一下子拉回了从前过往种种的那种回忆片段时间回溯的感觉。,0,2025-11-19 18:47:13,0.9999770152645787
一小时就错过,云南,好喜欢,0,2025-11-19 17:55:08,0.7997299135570182
Hpsyche_,黑龙江,谁提出，谁举证。“自己去听”这种话和“你猜”没什么区别。如果你能明确指出具体哪几个小节、和声进行或者旋律重合，再说抄袭吧，拿不出证据只会人身攻击，你的观点没有任何价值，指不出来，说明你只在发泄情绪，我们讨论的是音乐还是你的心情？,0,2025-11-19 16:07:21,0.9079925993484216
Hpsyche_,黑龙江,哪句抄袭，哪句拼的,0,2025-11-19 15:14:16,0.22274384747052012
小迟b612,河南,打卡，江皓南什么时候火啊,0,2025-11-19 14:39:36,0.5767669151234632
慕qf,山东,你太小瞧我了我永远为自己感受而活 我爱你时 你也只是为我感受而生的衍生者,0,2025-11-19 09:24:33,0.8965272471159064
去码头整一点chips,山东,看出来想干掉褪黑素啦 你的般配也超级好听,0,2025-11-19 04:26:27,0.15596524842440052
