,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
523,如果听歌可以逃避一切.,2025-06-07,21133,652,7,6,231,华语 流行 说唱
524,【酸涩文学/代餐】又是哪个小说妹的一辈子,2025-08-01,69682,3192,16,3,36,华语 流行 伤感
525,经典R&B｜华语乐坛遗留的璀璨,2025-04-10,444858,1735,40,4,46,R&B/Soul 华语 nan
526,我开始偷偷 想你 我开始偷偷 喜欢你,2022-03-23,1876938,6632,165,219,307,华语 流行 说唱
527,2025陈粒“一粒”十周年演唱会歌单,2025-06-06,166117,2374,217,27,59,华语 nan nan
528,旧歌都杀回来了 那旧人会重逢吗,2022-01-04,34913448,31189,523,676,123,华语 流行 伤感
529,方大同 卢广仲 陶喆,2025-05-18,212081,2036,32,26,93,R&B/Soul 华语 散步
530,治愈小甜歌 ｜ 甜度99％ 一秒沦陷的Crush,2025-08-01,165742,2973,4,1,73,华语 治愈 浪漫
531,“耳机焊死” 系列：那些让人上瘾的旋律,2025-07-11,370934,766,11,3,213,华语 流行 网络歌曲
532,小甜歌pick | 轻快俏皮 甜蜜节奏律动~,2025-06-15,78761,487,6,1,83,华语 流行 快乐
533,开口秒沦陷｜旋律说唱,2023-05-06,258353,1859,138,21,223,华语 说唱 流行
534,千禧年神仙打架时期｜怀旧旋律带你穿越时空,2025-07-21,58933,144,5,1,104,流行 华语 怀旧
535,加木 队长 江辰郑润泽 LBI利比 TC h3R3高旭,2021-02-07,94066,1919,41,12,100,流行 华语 孤独
536,「古风」光听前奏就很欢快的古风小曲儿,2019-01-13,863023,11088,115,54,165,华语 古风 学习
537,汪苏泷 十万伏特2.0 演唱会歌单预习版,2024-10-14,395386,3697,475,20,69,流行 华语 快乐
538,EMO神曲天花板歌曲 谁听完也别想忘记前任,2022-10-02,6416474,37366,507,223,235,华语 流行 怀旧
539,旋律说唱｜一起感受粉色恋爱泡泡,2023-03-30,924985,748,85,3,107,华语 说唱 nan
540,华语R&B | 节奏布鲁斯的漫步轻佻,2024-06-26,478202,2693,31,10,170,华语 流行 R&B/Soul
541,【华语】你从未向我表达过你的喜欢,2024-08-15,344923,508,9,6,188,流行 网络歌曲 华语
542,酣牙小甜歌｜恋爱甜氛up催化剂,2025-07-26,39697,303,5,1,86,华语 流行 快乐
543,人如果被好好爱着 就不会皱巴巴了,2024-12-06,378548,1870,91,28,71,华语 怀旧 nan
544,快乐开车100首，上班下班兜兜风,2025-01-08,11497791,42054,520,229,84,华语 欧美 nan
545,云音乐热门恋爱金曲，实时更新中,2025-06-20,261668,1009,9,12,188,华语 流行 00后
546,爱你十分 泪占七分,2025-06-07,276871,2383,59,46,258,华语 流行 怀旧
547,驾车狂欢药！跃入节拍•瞬间开嗨,2025-06-25,201590,592,5,1,165,华语 流行 驾车
548,［华语］前奏一响就知道的音乐！,2025-07-31,808355,6659,18,4,128,华语 流行 旅行
549,我也曾经憧憬过 后来没结果,2025-07-30,792506,8623,4,1,168,华语 nan nan
550,绝美戏腔| 君可知那伶人，泪落竟无声,2024-06-23,69420,400,3,2,71,华语 古风 感动
551,遇到你 我的世界便开始变晴,2025-01-22,222884,1331,30,11,96,思念 流行 华语
552,彭佳慧「一路这样爱过来」演唱会歌单,2025-06-19,13031,154,16,6,36,华语 流行 经典
553,表白情歌｜甜蜜度99%的告白恋歌,2025-05-17,15757,90,3,3,64,流行 浪漫 华语
554,论古装剧里的神仙主题曲有多绝,2021-08-26,6400473,41974,490,137,67,华语 影视原声 nan
555,林俊杰|你是我的关键词,2019-12-31,432405,2447,38,11,115,华语 流行 经典
556,车载必备 | 半吨兄弟 小阿枫 侯泽润 海来阿,2025-04-29,699889,3040,34,4,58,华语 流行 90后
557,经典 | 难忘的旋律遗失的歌词,2025-06-25,962510,8247,18,74,88,华语 怀旧 经典
558,国风R&B｜青山烟雨客，似是故人来,2024-10-30,75716,968,26,7,37,R&B/Soul 华语 古风
559,华语精选｜百听不厌经典热曲无限循环,2025-06-20,289717,474,7,10,197,华语 流行 网络歌曲
560,『蜜恋节奏旋律』将幸福瞬间传送与你,2025-06-27,304704,1571,7,1,52,华语 说唱 浪漫
561,我的青春 也不是没伤痕｜林俊杰,2023-08-15,28035,116,1,1,65,华语 流行 nan
562,「2025流行声量榜」耳朵的年度精选盛宴,2025-07-11,356654,321,3,1,210,华语 流行 网络歌曲
563,有些情绪 是该说给懂的人听,2024-09-15,212468,902,14,3,117,华语 校园 nan
564,忧郁不是我的天赋，是你离开之后的痕迹,2025-07-30,110084,1047,5,5,99,流行 华语 nan
565,盗墓笔记｜八一七稻米节音乐会歌单,2019-08-17,576860,17327,394,160,78,华语 古风 怀旧
566,古风惊鸿 | 堂前鲜衣怒马，檐下煮酒撷花,2022-09-30,1817216,10313,138,195,128,华语 古风 ACG
567,极具氛围感的驾驶伴侣｜流行音乐精选,2025-06-20,847797,4218,17,3,111,华语 流行 放松
568,[综艺] 等枝桠 成繁花 十个勤天巡回演唱会,2024-06-28,776671,9191,254,33,122,华语 流行 综艺
569,古韵戏曲：凤冠霞帔 唱腔婉转佳作登场,2025-06-26,192601,1004,27,2,35,华语 流行 古风
570,陶喆方大同卢广仲丁世光,2024-03-05,1475231,11079,135,40,105,华语 R&B/Soul 流行
571,国语情感｜思念持续着梦甘甜下去,2022-04-27,47444,69,1,2,60,华语 流行 思念
572,我一路向北，离开有你的季节,2020-04-13,83696,169,6,1,54,华语 夜晚 治愈
573,那些一开口就惊艳的古风歌曲,2025-08-01,178054,3069,5,1,37,华语 流行 古风
574,大爱仙尊进行曲｜很简单，我成尊不就是了！,2020-12-06,1465258,16602,190,217,159,华语 流行 榜单
575,【耳朵的时光机】再听那时的歌，此刻的心情,2024-10-05,304523,722,9,4,49,华语 流行 伤感
576,万妮达佛山演唱会歌单,2023-05-22,15597,199,38,2,30,流行 说唱 华语
577,从迷茫到淡然，往事如风轻拂心间,2025-07-14,799670,1989,15,14,113,华语 流行 伤感
578,百万热爱｜亿次播放的经典华语热歌,2025-06-05,1284208,10298,10,6,230,华语 流行 nan
579,华语R&B的独特瞬间,2025-06-19,448360,1982,27,3,41,华语 R&B/Soul 流行
580,嘻哈说唱 | 你有归宿，我就离开了,2025-04-24,192884,1053,7,3,84,华语 说唱 nan
581,宝藏星球｜拯救歌荒，一键开启心动模式,2024-09-23,89735,457,6,2,101,华语 流行 治愈
582,城市夜雨中 孤独的民谣是灵魂的舞伴,2025-05-09,109618,212,4,4,32,华语 民谣 孤独
583,热搜古风歌曲集：不谓侠 牵丝戏 戏文说,2025-01-28,93196,438,4,3,54,华语 古风 驾车
584,夜幕狂欢动感节拍震撼街头,2025-06-26,117544,262,2,1,209,华语 流行 驾车
585,〖江湖〗枪指向，天地同伤，一骑战八方,2023-03-21,13505,152,4,1,77,华语 古风 兴奋
586,或许孤单是我的归宿，不是你的,2025-04-24,87133,437,1,6,106,孤独 伤感 华语
587,人类用沙想捏出梦里通天塔,2018-05-18,586545,3750,77,85,110,华语 夜晚 孤独
588,老歌越听越有味 旧人越看越无情,2025-03-17,678685,3522,52,9,60,华语 怀旧 nan
589,陶喆/张震岳/王力宏/方大同,2023-07-26,108589,811,12,7,271,华语 流行 nan
590,rapper的专属温柔｜唱情歌给你听,2025-07-29,409812,7718,6,1,126,说唱 华语 nan
591,清晨旋律 | 起床必听的清爽小调,2023-06-08,1840082,3361,37,12,99,华语 清晨 清新
592,150首让你爱不释手的流行金曲,2025-06-26,1531640,3994,13,2,188,华语 流行 网络歌曲
593,安溥｜2025音乐节歌单汇总｜更新版,2025-05-02,16315,190,11,1,22,华语 摇滚 流行
594,耳熟能详却叫不出名字的曲子,2025-06-04,1555922,14450,93,30,52,华语 流行 nan
595,有些歌，就是虐到骨子里却哭不出来,2023-03-31,1551644,4086,883,46,105,华语 流行 伤感
596,巅峰级心碎：午夜流泪必听情感曲精选,2025-07-10,197116,661,10,4,83,华语 夜晚 伤感
597,卢广仲 陶喆 陈绮贞 方大同 窦靖童 王菲,2025-03-29,309047,2386,27,10,170,华语 R&B/Soul 地铁
598,陆虎2025《像你这样的朋友2.0》巡演歌单,2025-04-26,134415,1504,187,15,32,华语 浪漫 综艺
599,青春旋律 | 90后记忆中的华语经典,2025-06-24,2157764,10563,34,6,128,流行 90后 华语
600,独处时，其实内心住了一个乐队,2023-09-28,168981,1587,35,9,68,华语 另类/独立 浪漫
601,华语R&B｜缱绻时分 节奏布鲁斯的浪漫随想,2023-05-22,592017,5104,84,13,149,华语 R&B/Soul 放松
602,开车不听曲，一路没有劲！,2025-07-07,797729,4149,49,8,56,驾车 兴奋 华语
603,蓝牙已连接，正在播放华语热门歌曲中,2025-06-26,1639844,5567,3,1,173,华语 流行 nan
604,那些不经意哼出却想不起歌名的歌,2024-06-18,50271972,130000,978,3382,158,华语 流行 旅行
605,百万评论歌曲|999w+红心收藏千万点赞歌曲,2014-05-12,398087,1382,18,39,108,流行 华语 古风
606,夜深别听薛之谦【世界和平】,2017-07-05,5783244,57204,4260,597,114,华语 夜晚 孤独
607,华语R&B | 浪漫又清新的节奏布鲁斯,2025-01-02,136423,563,18,11,73,华语 流行 R&B/Soul
608,【快乐歌单】治愈不开心，唤醒好心情,2023-06-23,1499522,7632,168,36,87,华语 流行 快乐
609,王力宏「最好的地方」巡回演唱会歌单2025,2017-06-26,51700,599,53,3,65,华语 流行 经典
610,你爱的歌 我反复听,2025-07-11,703826,4770,116,23,111,华语 nan nan
611,给我一颗后悔药,2025-07-08,31826,1088,19,3,206,华语 怀旧 nan
612,薛之谦歌曲合集（无重复）,2024-08-18,91835,983,30,24,137,华语 流行 nan
613,烟嗓男声！催泪唱哭有故事的人,2025-07-07,466408,1122,8,1,60,流行 华语 蓝调
614,只是回忆加了分[emo版],2025-03-03,25219,165,125,2,66,流行 华语 伤感
615,旋律说唱｜顶级腔调和抓耳旋律的碰撞,2025-06-12,452103,2500,48,5,55,华语 说唱 酒吧
616,华语民谣｜民谣女声，惊艳透彻声线,2018-06-21,987905,5544,145,20,139,华语 流行 民谣
617,去愛一個未來计划有你的人,2019-01-07,76123,209,11,4,318,华语 治愈 流行
618,许茹芸「适合相爱的时辰」巡回演唱会歌单,2024-06-11,6727,82,15,3,29,安静 流行 华语
619,听到前奏就能想起来的歌,2020-01-26,528614,1214,36,2,105,华语 放松 流行
620,好久不见，积攒了好多情绪都在歌里,2024-08-22,8620006,17584,113,409,163,流行 网络歌曲 华语
621,《种地吧》十个勤天专属歌单（持续更新版）,2024-06-24,68341,865,15,10,193,华语 流行 综艺
622,『薛之谦丨终究是我少了一些天分』,2018-11-06,1134350,5801,80,22,104,华语 伤感 治愈
623,伤感emo歌曲｜把回忆拼好给你 若月亮没来,2025-07-30,184263,1435,4,4,111,华语 流行 伤感
624,深夜emo歌单 | 「伤感」「心碎」「沉默」,2022-01-03,39903412,20785,346,437,193,华语 流行 夜晚
625,国语金曲 | 时光如水悄然带走珍贵的瞬间,2025-06-24,2481091,9711,3,3,181,华语 怀旧 思念
626,天赐的声音|燃爆舞台的神级Live现场,2025-05-28,157301,280,1,2,128,华语 流行 综艺
627,当我骑车的时候我在听些什么,2024-03-10,278181,1751,41,10,67,华语 摇滚 运动
628,散场都是难免的尽兴而归就好,2019-11-25,528837,2461,49,12,128,治愈 华语 流行
629,地下世界的王（说唱）,2023-11-09,7483,71,4,1,195,说唱 华语 nan
630,经典『堪比神仙打架的时代』_华语经典歌,2025-07-20,140492,401,9,5,72,华语 流行 怀旧
631,每时每刻都要开怀大笑，才能不负生活,2025-06-05,399670,1383,3,1,64,华语 快乐 驾车
632,“抱紧我 直到肋骨断裂发出声音”,2024-09-07,21826,113,107,4,182,华语 流行 nan
633,午夜孤寂叹息 | 「心碎」「遗憾」「无奈」,2025-04-24,286876,811,7,131,85,华语 流行 夜晚
634,[华语R&B]｜灵魂停滞 心神迷离,2024-06-19,60776,213,12,3,92,华语 R&B/Soul 流行
635,[初音未来、洛天依、乐正绫]使我沉浸的音乐,2019-02-04,29180,915,5,5,359,华语 日语 ACG
636,【时代少年团】2025加冠礼演唱会上海站,2025-08-05,193795,1784,49,12,50,华语 流行 00后
637,你的声音 我好像快忘了.,2020-06-24,35134928,7669,1885,81,140,流行 华语 治愈
638,看人间疾苦的道爷,2025-03-07,62398,1347,31,10,81,华语 古风 说唱
639,王铮亮和他五个没上过春晚的兄弟,2023-02-14,9952,86,6,10,115,华语 流行 经典
640,国风戏腔 |温一壶月光下酒，与你一世共逍遥,2025-04-10,204051,837,11,2,75,华语 古风 驾车
641,emo天花板系列 失恋伤感大盘点,2024-06-04,37949548,34443,437,659,298,华语 流行 nan
642,【台湾宝藏乐队】总有触及内心的一首,2019-11-28,1514127,17207,370,95,293,华语 下午茶 浪漫
643,快乐加倍｜活力四射驱散倦怠,2025-06-19,605139,1924,11,2,34,华语 流行 快乐
644,【LBI利比】清甜的声音，唱支情歌吧,2023-05-28,188347,1810,24,12,125,华语 清新 流行
645,《逆爱 | 顺恨》池畏·栩渝 歌曲全收录,2025-07-02,52708,815,8,15,176,华语 流行 影视原声
646,勿听丨emo天花板歌曲系列 伤感丨孤独丨遗憾,2025-07-17,150089,548,8,2,124,华语 轻音乐 伤感
647,永远无法厌倦的循环好歌（不断添加）,2025-07-14,441166,816,18,5,179,华语 流行 网络歌曲
648,回春丹/蛙池/新裤子/犬儒/二手玫瑰/告五人,2019-03-23,9583409,120000,1602,227,189,摇滚 华语 流行
649,治愈系：毛不易 周深 单依纯 郁可唯,2024-12-25,72368,203,2,1,90,华语 治愈 工作
650,天赐的声音|神级唱将同台 点燃音乐新灵感 ,2025-05-28,42158,332,2,2,122,流行 综艺 华语
651,R＆B｜依加 陶喆 方大同 余佳运 郭顶,2025-07-30,29768,216,1,2,117,R&B/Soul 华语 夜晚
652,我爱你 谢谢你那一刻的真心,2024-06-02,98282,535,11,7,228,华语 流行 思念
653,劲爆嘻哈说唱 | 经济舱 飘向北方 电梯战神！！,2025-06-27,671730,3161,50,14,29,华语 说唱 兴奋
654,立冬治愈歌单｜今晚就窝在被子里循环,2025-11-05,109732,281,4,1,24,华语 治愈 安静
655,那些最煽情的电影情节都说爱能超越生死离别,2021-05-26,754864,2548,73,216,166,流行 华语 治愈
656,让我看看谁的音乐品味这么好,2025-04-25,467017,1117,21,8,80,华语 流行 欧美
657,老歌越听越经典，旧人越看越无情,2024-08-13,2580595,6589,80,241,300,华语 流行 经典
658,建议和对象一起听的甜rap,2017-12-26,1070116,10921,315,140,185,说唱 浪漫 华语
659,去KTV再也不慌！这些必点歌单，闭眼唱都好听,2025-07-30,119822,2375,15,2,111,华语 KTV 经典
660,催人泪下的悲情歌曲和伤感旋律,2025-04-27,692707,1468,27,340,167,华语 轻音乐 伤感
661,旧时光的巷尾 微笑替我拥抱你,2025-09-02,1831539,7872,161,25,76,伤感 华语 怀旧
662,拧巴的人需要一个耐心的恋人,2025-07-30,64302,748,13,9,39,华语 R&B/Soul 说唱
663,听薛之谦的人，都不快乐,2016-06-16,69811,323,11,1,77,华语 伤感 孤独
664,华语流行100首，一人一首代表作,2024-10-18,12843510,43686,509,269,102,华语 流行 驾车
665,摇滚｜释放内心自由的狂野,2024-04-17,351051,2826,55,10,48,摇滚 流行 华语
666,黄昏美的不像话 我们站在山顶开花,2021-03-29,205744,532,10,1,283,华语 民谣 放松
667,此生必至 | 川藏线自驾路上必备,2025-04-29,1369271,11262,196,9,89,华语 经典 流行
668,| 浪漫 温柔 |今天也是糖分超标的一天,2021-12-22,177574,987,15,3,190,华语 流行 浪漫
669,经典『怀念神仙打架的年代』华语经典歌,2025-08-04,83666,263,2,1,69,华语 流行 怀旧
670,台湾偶像剧经典金曲｜前奏一响 致敬青春,2023-10-25,1821722,19431,280,24,120,华语 怀旧 影视原声
671,再就业男团《至少今天很快乐》演唱会歌单,2025-09-14,147225,2598,144,30,132,华语 流行 快乐
672,缓缓飘落的枫叶像思念,2019-11-13,30939498,110000,1602,1513,200,华语 流行 翻唱
673,岁月悠吟|华语文艺R&B,2025-05-31,43220,425,13,2,112,流行 华语 nan
674,希望我们的爱里没有期限,2023-08-05,24732,34,5,30,253,流行 华语 伤感
675,中文流行经典集锦来袭 你最爱的在这里吗,2025-04-27,341288,2050,37,16,60,华语 R&B/Soul 经典
676,你也喜欢·陈粒 | 精选合集歌单 | 更新中,2023-11-18,142878,1701,6,9,45,华语 流行 民谣
677,生活节奏太快，就让耳机里的声音慢慢来～,2019-06-11,15380632,110000,2493,305,114,华语 流行 民谣
678,神仙live丨耳机里的现场分你一半,2025-04-04,370069,1217,11,1,168,华语 流行 综艺
679,古风榜|剑影天涯行，笑看尘世乱,2025-06-20,198263,845,5,1,21,华语 流行 放松
680,温柔治愈—你配得上世间所有的美好,2024-04-12,61184,222,11,4,56,治愈 华语 nan
681,邓丽君经典金曲精选集【国/粤语歌曲专辑】,2024-09-27,65598,337,8,1,288,华语 粤语 经典
682,台北待我如十六歲的初戀,2023-10-16,195773,3910,131,28,138,华语 流行 摇滚
683,回忆杀 | 90/00后 影视剧主题曲ost合集,2025-08-16,144692,550,10,2,56,华语 影视原声 怀旧
684,幸福都是马赛克，唯有痛苦是高清,2025-05-27,29352,56,4,3,135,华语 夜晚 思念
685,快乐循环 | 按下播放键，快乐自动续费✨,2024-02-18,480068,2101,55,6,83,快乐 华语 流行
686,学习ing|温柔华语抚慰疲惫,2022-06-14,3119187,5885,79,276,170,华语 流行 学习
687,emo巅峰旋律精选「心碎」「夜晚伴侣」,2025-07-11,899329,3609,59,42,128,华语 网络歌曲 伤感
688,【嗨起来】派对聚会少不了的带感BGM,2023-06-13,308521,618,8,3,120,华语 酒吧 快乐
689,暧昧虽然上头，但真正的喜欢并不会暧昧很久,2023-07-07,131941,752,20,4,285,华语 说唱 流行
690,快乐满分：拥抱愉悦与自在,2025-09-02,114835,856,21,1,48,华语 快乐 放松
691,怀旧金曲重现，往事如烟再度感动,2025-06-20,229464,427,1,2,205,华语 经典 怀旧
692,伤感旋律&RAP | 如 果 梦 想 遗 弃 了 我,2025-06-25,1570224,9818,14,10,114,华语 流行 说唱
693,|黄子弘凡|个人单曲整理,2025-01-21,35140,756,5,6,61,华语 流行 快乐
694,热歌！今朝华语精选，疗愈你的心灵,2025-06-20,611186,492,1,1,182,华语 流行 网络歌曲
695,一秒上头带感歌曲 | 节奏感 律动 | 嘻哈 流行,2025-04-17,871880,2343,24,2,17,华语 说唱 流行
696,经典华语金曲系列（百听不厌）,2025-08-13,32422,79,9,1,138,流行 夜晚 华语
697,薛之谦 林俊杰 李荣浩 陈奕迅 周兴哲 张杰 ,2021-04-29,2315925,14057,171,47,210,华语 流行 影视原声
698,幸福满分：畅享全天悠然与自在,2025-07-11,376113,1465,16,5,60,华语 快乐 放松
699,你那旧信件 我读了百万遍,2024-11-22,713822,2242,27,343,144,华语 流行 伤感
700,邓紫棋、汪苏泷、张碧晨、单依纯、周深合辑,2025-04-07,43031,216,2,1,122,华语 流行 榜单
701,国风 R&B & 转音唱尽诗词风月,2025-09-02,77813,705,5,3,32,R&B/Soul 华语 古风
702,「禾伙人专属」来自十个勤天的礼物,2025-02-27,76808,691,11,3,100,华语 流行 综艺
703,2025年随机播放歌单，每一首都好听 ,2025-03-11,2805770,3907,78,76,199,华语 流行 网络歌曲
704,小说人必听BGM-纠缠/命运交错/暧昧,2025-06-20,542494,12397,115,192,83,网络歌曲 华语 流行
705,古风 | 一箫一剑走江湖，不负盛名十五载,2023-05-02,9760,136,5,2,154,华语 流行 古风
706,鹿晗season4亚洲巡演-鹿晗演唱会-鹿晗四巡,2025-06-27,6823,81,9,1,38,华语 流行 清新
707,她没那么喜欢你 只是刚好遇见你,2025-07-30,82093,463,4,3,43,流行 伤感 华语
708,驾驶乐趣100曲，畅快驰骋，随心漫游,2025-06-19,407062,1493,17,1,113,驾车 华语 流行
709,你那破账号 我翻了千万次,2021-07-18,31127894,29064,325,921,199,华语 流行 伤感
710,ISFP｜个人向治愈歌单｜听到即快乐,2023-07-29,22422,310,17,15,106,华语 欧美 治愈
711,华语宝藏live：那些一曲封神的现场,2023-12-14,71066,128,1,1,71,华语 流行 综艺
712,汪苏泷｜按时间线全收录｜新粉补课,2025-05-17,63691,1152,26,12,321,华语 流行 nan
713,神曲预告：潜在爆款抢先听,2025-06-19,2734959,7165,8,8,193,华语 流行 清新
714,BE美学 | BGM一响，宿命感拉满,2024-06-18,4848171,8837,63,139,98,华语 伤感 夜晚
715,听·王赫野 | 为你精选王赫野的必听好歌,2025-08-19,59470,287,3,2,35,华语 流行 伤感
716,方大同 | 灵魂的吟游诗人，永不落幕的星光,2025-01-08,520634,3503,49,113,221,华语 R&B/Soul 怀旧
717,华语独立浪漫丨一起出逃到黄昏公园,2023-06-08,261098,657,80,6,60,华语 另类/独立 清新
718,驾车BGM 手握方向盘 速度提起来,2025-07-22,61033,285,4,1,112,流行 华语 nan
719,享受音乐吧 时间都过了,2025-02-08,7017634,14999,214,471,122,华语 流行 网络歌曲
720,戏腔惊艳：十年戏腔无人知 一首摇子天下识,2024-08-18,139778,933,6,2,91,华语 流行 古风
721,有一种情歌是温暖的，它叫老男孩张震岳,2018-04-13,2608107,21035,257,88,53,华语 清新 流行
722,余佳运2025「45㎡」巡演歌单,2024-09-08,96056,1301,145,11,28,R&B/Soul 流行 华语
723,放手 终于 万里长城 樱花落下 无声的爱,2025-06-26,223904,534,4,7,197,华语 夜晚 伤感
724,华语流行歌单丨总会等到姗姗来迟的你,2021-12-15,4332703,1069,67,4,131,华语 流行 夜晚
725,古风治愈馆：月光下的诗意独白,2025-08-01,78520,2618,10,4,39,华语 古风 R&B/Soul
726,齐豫「风采依旧·在」巡回演唱会歌单,2025-04-09,23590,439,32,22,38,华语 流行 民谣
727,只有熬不完的夜和听不完的网易云,2018-12-29,17203334,80371,2618,669,218,流行 华语 伤感
728,予你情诗百首，余生你是我的所有,2018-05-17,67209832,780000,8187,3612,111,华语 流行 治愈
729,河图｜我遇见你 都是人间最好的事,2018-04-27,227915,4606,54,49,221,华语 古风 nan
730,烟嗓男声！催泪唱哭有故事的人,2025-06-06,627844,1461,13,6,62,华语 流行 蓝调
731,陈楚生 永远臣服于温柔,2022-08-15,1168873,8406,62,28,123,华语 流行 nan
732,刘雨昕精选：重塑流行音乐的边界,2025-08-14,17164,746,130,184,45,华语 流行 nan
733,短暂的幸福要用无数的眼泪来偿还,2025-07-31,138876,2175,18,2,108,思念 华语 流行
734,深夜emo伤感 | 片刻的幸福都有代价,2021-12-26,56016516,40921,1446,580,136,华语 流行 治愈
735,我还想和你谈论宇宙和天空,2025-08-12,39440,247,5,3,69,摇滚 孤独 华语
736,有趣的灵魂才不会拒绝R&B,2025-04-10,29024,70,2,1,80,华语 R&B/Soul nan
737,中文说唱｜flow爆炸 押韵无敌,2022-01-25,1026508,6517,96,11,180,华语 说唱 流行
738,DNA动了！这些旋律早就刻进你的潜意识,2025-07-11,203462,371,6,4,189,流行 网络歌曲 华语
739,国风戏腔 | 人心多变，幻中吞幻,2022-11-03,9727669,100000,933,210,121,古风 放松 华语
740,戏腔绝唱 | 国风传唱 戏腔一响 惊艳全场,2023-10-20,2625388,21014,250,63,86,华语 流行 古风
741,dyDJ阿智/DJ阿衡/DJ狗峰/DJ阿布DJ铁柱,2023-12-10,406075,1968,27,3,164,华语 感动 驾车
742,音乐响起，我就想起那些故事了,2025-07-11,245703,668,9,6,182,华语 流行 nan
743,女神嗓：王菲 那英 莫文蔚 林忆莲,2024-03-30,81974,227,2,6,93,华语 流行 感动
744,华语流行歌单 | 爱是藏在耳朵里的温柔,2022-08-26,8415075,744,6,4,115,华语 流行 伤感
745,爆甜情歌｜适合暧昧期间和crush一起听,2024-01-17,1093389,8586,267,29,53,华语 流行 快乐
746,通勤必备不切歌｜每一首都好听,2025-08-13,52935,74,2,1,64,华语 清晨 nan
747,恋爱循环丨rapper制造の全糖酥语,2022-03-21,1214006,4890,88,49,149,华语 说唱 浪漫
748,那些年哭过的宿命感｜虐文｜流行古风英文,2025-08-01,108886,8598,5,1,101,流行 华语 欧美
749,古风 | 我心碎成沙，问你为何笑靥如花,2025-09-02,34341,1567,4,2,38,古风 华语 nan
750,宿命感|绝美古风歌曲,2025-03-07,446656,5294,68,11,102,华语 古风 经典
751,高级感蓝色歌单｜好听的小众歌曲nice,2025-07-08,32947,345,113,5,47,华语 蓝调 nan
752,谢霆锋2025进化演唱会歌单（内地）,2025-08-06,61037,554,78,3,35,华语 流行 摇滚
753,甜蜜暴击！恋爱党单曲循环的调调,2025-03-24,15748,81,1,2,158,华语 流行 浪漫
754,"歌单/""暗恋是一个人的兵荒马乱""",2020-07-26,29184,124,7,5,47,华语 流行 孤独
755,Crush爱意蔓延｜心动瞬间的浪漫氛围,2025-07-14,411736,1780,21,1,55,华语 流行 浪漫
756,经典『怀念神仙打架的年代』_华语经典歌,2024-12-21,205584,890,37,4,102,华语 流行 怀旧
757,沐阳而上丨华晨宇出道十二周年纪念,2025-08-25,54493,776,73,97,40,华语 流行 nan
758,陈楚生 · 私藏了无数温柔宇宙,2024-02-08,44627,160,4,1,45,华语 驾车 90后
759,「十个勤天」属于你们的瞬间与永远,2025-02-27,82553,667,9,1,100,流行 华语 nan
760,你到底是承受了多少委屈才能如此温柔,2024-06-04,8848719,5104,48,85,143,华语 治愈 流行
761,『情歌』海底月是天上月/眼前人是心上人,2023-01-30,126389,408,26,1,256,华语 流行 性感
762,单曲听播丨凌晨十二点的情绪,2018-11-06,25128228,140000,2070,1160,127,华语 夜晚 流行
763,华语民谣：慵懒午后治愈指南,2025-02-23,52259,254,7,1,77,华语 民谣 治愈
764,方大同/王力宏/陶喆 R&B,2021-04-10,321256,3936,55,26,99,华语 R&B/Soul nan
765,听·梓渝 | 为你精选梓渝必听好歌，更新中,2025-07-24,62469,441,4,2,41,流行 华语 伤感
766,想回到那一天 我们没有距离那天,2023-06-21,463409,1662,27,10,390,华语 流行 思念
